Name,name1,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,gsis_id,status,game_id,posteam,defteam,rusher_player_name,posteam_color,posteam_logo,defteam_color,defteam_logo,nrush,nrush_neg,rushing_yards_neg,rush_epa,rush_success,rushing_yards,rushing_touchdown,rushing_fumble,rushing_fumble_lost,qb_kneel,position,depth_chart_position,team,jersey_number,headshot_url,left-end,left-tackle,left-guard,middle,right-guard,right-tackle,right-end,rushing_yards_le,rushing_yards_lt,rushing_yards_lg,rushing_yards_mid,rushing_yards_rg,rushing_yards_rt,rushing_yards_re,receiver_player_name,ntargets,receptions,receiving_epa,receiving_success,receiving_yards,receiving_touchdown,receiving_fumble,receiving_fumble_lost,receiving_air_yards_comp,receiving_yards_after_catch,receiving_interception,check1,ntargets_c.0-5,ntargets_e.10-20,ntargets_a.<0,ntargets_d.5-10,ntargets_b.=0,ntargets_f.20+,ntargets_j.other,receptions_c.0-5,receptions_e.10-20,receptions_a.<0,receptions_d.5-10,receptions_b.=0,receptions_f.20+,receptions_j.other
"Cook, Dalvin",Da.Cook,MIN,GNB,1,21.3,8700,21.8,7900,21.3,31,00-0033893,Active,2020_01_GB_MIN,MIN,GNB,D.Cook,#4f2683,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png,#203731,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,12,1,0,3.49621049140114,6,50,2,0,0,0,RB,RB,MIN,33,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,1,0,2,5,1,2,1,3,0,6,32,3,6,0,D.Cook,2,1,-2.08561214897782,0,-2,0,0,0,-3,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
"Cook, Dalvin",Da.Cook,MIN,JAC,13,20.9,10500,26.9,9500,20.9,41,00-0033893,Active,2020_13_JAX_MIN,MIN,JAC,D.Cook,#4f2683,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png,#000000,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png,32,5,-4,-1.75209151575109,10,120,0,0,0,0,RB,RB,MIN,33,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,6,4,5,9,1,2,5,4,8,18,42,5,11,32,D.Cook,9,6,-7.37574021948967,5,59,0,0,0,-14,73,1,0,3,0,6,0,0,0,0,1,0,5,0,0,0,0
"Cook, Dalvin",Da.Cook,MIN,TEN,3,24.9,8600,29.9,7600,24.9,29,00-0033893,Active,2020_03_TEN_MIN,MIN,TEN,D.Cook,#4f2683,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png,#002244,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,22,1,-3,0.570588122878689,12,181,1,1,1,0,RB,RB,MIN,33,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,4,0,4,2,4,4,3,67,0,20,19,12,49,11,D.Cook,5,2,-0.893557080300525,1,18,0,0,0,4,14,0,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0
"Cook, Dalvin",Da.Cook,MIN,CHI,10,13.2,9500,15.2,8900,13.2,40,00-0033893,Active,2020_10_MIN_CHI,MIN,CHI,D.Cook,#4f2683,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png,#0b162a,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png,30,7,-1,-6.86952814942924,7,96,0,1,0,0,RB,RB,MIN,33,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,3,5,5,0,6,9,1,11,8,23,0,11,34,1,D.Cook,4,4,0.0802879042457789,2,16,0,0,0,-2,18,0,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0
"Cook, Dalvin",Da.Cook,MIN,GNB,8,47.6,9200,51.6,7500,47.6,37,00-0033893,Active,2020_08_MIN_GB,MIN,GNB,D.Cook,#4f2683,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png,#203731,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,30,5,-3,7.8581411546329,16,163,3,0,0,0,RB,RB,MIN,33,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,1,5,7,2,8,5,2,7,17,37,22,60,12,8,D.Cook,3,2,7.49415563873481,2,63,1,0,0,-8,71,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0
"Cook, Dalvin",Da.Cook,MIN,HOU,4,27.6,8700,31.6,7600,27.6,32,00-0033893,Active,2020_04_MIN_HOU,MIN,HOU,D.Cook,#4f2683,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png,#03202f,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png,27,1,0,6.18164417502703,17,130,2,0,0,0,RB,RB,MIN,33,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,4,1,8,4,2,5,3,14,1,30,18,10,37,20,D.Cook,2,2,0.604378533316776,1,16,0,0,0,-11,27,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"Cook, Dalvin",Da.Cook,MIN,IND,2,16.1,8800,17.1,7600,16.1,30,00-0033893,Active,2020_02_MIN_IND,MIN,IND,D.Cook,#4f2683,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png,#002c5f,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png,14,1,0,0.365073608554667,6,63,1,0,0,0,RB,RB,MIN,33,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,5,0,1,3,0,1,4,21,0,1,12,0,16,13,D.Cook,2,2,-0.209157514385879,1,8,0,0,0,-4,12,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"Cook, Dalvin",Da.Cook,MIN,NOR,16,15.5,9700,16.5,8800,15.5,37,00-0033893,Active,2020_16_MIN_NO,MIN,NOR,D.Cook,#4f2683,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png,#9f8958,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png,15,3,-5,1.48623920988757,8,73,1,1,0,0,RB,RB,MIN,33,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,5,1,6,0,1,1,0,38,15,9,0,2,1,0,D.Cook,2,2,0.312746934592724,1,12,0,0,0,-8,20,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"Cook, Dalvin",Da.Cook,MIN,SEA,5,17.4,9200,19.9,7600,17.4,32,00-0033893,Active,2020_05_MIN_SEA,MIN,SEA,D.Cook,#4f2683,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,17,4,-2,-1.8826648327522,6,65,1,0,0,0,RB,RB,MIN,33,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,1,2,8,3,2,1,0,6,3,34,14,6,2,0,D.Cook,5,5,0.996569053610393,3,24,0,0,0,-16,40,0,0,1,0,4,0,0,0,0,1,0,4,0,0,0,0
"Cook, Dalvin",Da.Cook,MIN,TAM,14,18,10200,22,9400,18,38,00-0033893,Active,2020_14_MIN_TB,MIN,TAM,D.Cook,#4f2683,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png,22,2,0,6.06752830173355,15,102,1,0,0,0,RB,RB,MIN,33,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116593.png,2,5,2,6,2,3,2,8,21,4,34,6,20,9,D.Cook,4,2,-1.63303184090182,0,8,0,0,0,-8,16,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0
"Dallas, DeeJay",De.Dallas,SEA,ARI,11,4.2,5500,5.2,4000,4.2,10,00-0036425,Active,2020_11_ARI_SEA,SEA,ARI,D.Dallas,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,#97233f,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,1,0,0,0.230997056060005,1,13,0,0,0,0,RB,,SEA,31,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240631.png,0,0,0,0,0,1,0,0,0,0,0,0,13,0,D.Dallas,2,2,1.82947651715949,2,19,0,0,0,-2,21,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"Dallas, DeeJay",De.Dallas,SEA,NYJ,14,0.7,4600,0.7,4000,0.7,10,00-0036425,Active,2020_14_NYJ_SEA,SEA,NYJ,D.Dallas,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,4,1,-1,-1.7072997337524,1,7,0,0,0,0,RB,,SEA,31,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240631.png,0,0,0,1,1,1,1,0,0,0,2,4,2,-1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dallas, DeeJay",De.Dallas,SEA,SFO,8,20.3,4600,22.8,4000,20.3,10,00-0036425,Active,2020_08_SF_SEA,SEA,SFO,D.Dallas,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,#aa0000,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png,18,6,-5,-3.16669067653129,4,41,1,0,0,0,RB,,SEA,31,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240631.png,4,2,8,0,2,0,2,24,6,6,0,1,0,4,D.Dallas,5,5,0.897234741423745,1,17,1,0,0,3,14,0,0,4,0,1,0,0,0,0,4,0,1,0,0,0,0
"Dallas, DeeJay",De.Dallas,SEA,BUF,9,10.9,5100,11.9,5000,10.9,11,00-0036425,Active,2020_09_SEA_BUF,SEA,BUF,D.Dallas,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,#00338d,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,7,2,-3,0.339982770383358,4,31,1,0,0,0,RB,,SEA,31,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240631.png,0,4,0,2,0,0,1,0,12,0,9,0,0,10,D.Dallas,2,2,0.0935663457494229,1,8,0,0,0,2,6,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"Dallas, DeeJay",De.Dallas,SEA,LAR,10,4.1,5600,5.1,5100,4.1,14,00-0036425,Active,2020_10_SEA_LA,SEA,LAR,D.Dallas,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png,2,0,0,0.42389223142527,1,8,0,0,0,0,RB,,SEA,31,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240631.png,0,0,0,2,0,0,0,0,0,0,8,0,0,0,D.Dallas,3,2,0.321305208024569,2,23,0,0,0,-3,26,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0
"Dallas, DeeJay",De.Dallas,SEA,MIA,4,3.3,4500,4.3,4000,3.3,10,00-0036425,Active,2020_04_SEA_MIA,SEA,MIA,D.Dallas,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,2,0,0,-0.22734206734458,1,8,0,0,0,0,RB,,SEA,31,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240631.png,0,0,1,0,1,0,0,0,0,6,0,2,0,0,D.Dallas,2,2,1.24332833854714,2,15,0,0,0,2,13,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
"Davis, Mike",Mi.Davis,CAR,ARI,4,19.6,6300,22.1,5700,19.6,17,00-0032063,Active,2020_04_ARI_CAR,CAR,ARI,M.Davis,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,#97233f,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,16,1,-2,1.14086154277902,6,84,1,0,0,0,RB,RB,CAR,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,0,2,1,8,3,2,0,0,2,3,28,12,39,0,M.Davis,6,5,-1.70435115774559,2,27,0,0,0,-14,41,0,0,2,0,3,1,0,0,0,2,0,3,0,0,0,0
"Davis, Mike",Mi.Davis,CAR,ATL,8,8.2,8400,8.7,6700,8.2,23,00-0032063,Active,2020_08_ATL_CAR,CAR,ATL,M.Davis,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,#a71930,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,13,2,-5,-3.27672973356675,6,66,0,0,0,0,RB,RB,CAR,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,0,3,1,4,2,3,0,0,20,7,22,16,1,0,M.Davis,2,1,-0.113811960443854,1,11,0,0,0,-3,14,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
"Davis, Mike",Mi.Davis,CAR,CHI,6,10.5,7500,12.5,7000,10.5,23,00-0032063,Active,2020_06_CHI_CAR,CAR,CHI,M.Davis,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,#0b162a,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png,18,6,-6,-7.13060551419039,6,52,1,1,1,0,RB,RB,CAR,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,3,1,2,8,2,0,1,22,11,3,7,7,0,6,M.Davis,3,2,-1.74834835738875,0,3,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0
"Davis, Mike",Mi.Davis,CAR,DEN,14,23.8,6800,26.3,6400,23.8,18,00-0032063,Active,2020_14_DEN_CAR,CAR,DEN,M.Davis,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,11,0,0,0.914335286593996,5,51,2,0,0,0,RB,RB,CAR,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,0,3,2,3,1,2,0,0,9,13,20,2,7,0,M.Davis,6,5,0.218526659708004,2,42,0,0,0,4,38,0,0,2,0,3,1,0,0,0,1,0,3,1,0,0,0
"Davis, Mike",Mi.Davis,CAR,DET,11,14.9,7400,15.9,6800,14.9,20,00-0032063,Active,2020_11_DET_CAR,CAR,DET,M.Davis,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,#005a8b,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,19,1,0,-1.59245325409574,5,64,1,0,0,0,RB,RB,CAR,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,2,3,1,6,5,2,0,6,12,2,16,20,8,0,M.Davis,2,2,0.570250662392937,2,15,0,0,0,-3,18,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"Davis, Mike",Mi.Davis,CAR,TAM,10,6.4,5400,8.4,4000,6.4,17,00-0032063,Active,2020_10_TB_CAR,CAR,TAM,M.Davis,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png,7,0,0,0.274198092287406,3,32,0,0,0,0,RB,RB,CAR,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,0,1,1,2,0,1,2,0,4,1,7,0,6,14,M.Davis,5,4,-0.773637096193852,2,12,0,0,0,-7,19,0,0,1,0,2,0,2,0,0,1,0,2,0,1,0,0
"Davis, Mike",Mi.Davis,CAR,ATL,5,25.4,6800,29.9,6400,25.4,19,00-0032063,Active,2020_05_CAR_ATL,CAR,ATL,M.Davis,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,#a71930,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,16,3,-1,1.50340617340407,10,89,0,0,0,0,RB,RB,CAR,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,2,7,3,0,1,2,1,16,55,7,0,0,7,4,M.Davis,10,9,1.98989049863303,6,60,1,0,0,-7,67,0,0,4,0,5,0,1,0,0,3,0,5,0,1,0,0
"Davis, Mike",Mi.Davis,CAR,GNB,15,7.1,7400,8.1,6500,7.1,20,00-0032063,Active,2020_15_CAR_GB,CAR,GNB,M.Davis,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,#203731,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,14,1,0,1.09019618935417,8,59,0,0,0,0,RB,RB,CAR,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,0,1,5,3,1,2,2,0,0,16,27,6,4,6,M.Davis,2,2,-2.02172633386023,0,2,0,0,0,-5,7,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"Davis, Mike",Mi.Davis,CAR,KAN,9,6.2,7800,8.7,6700,6.2,21,00-0032063,Active,2020_09_CAR_KC,CAR,KAN,M.Davis,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,1,0,0,-0.590942297829315,0,3,0,0,0,0,RB,RB,CAR,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,0,0,0,1,0,0,0,0,0,0,3,0,0,0,M.Davis,6,5,-0.242875519150402,3,34,0,0,0,-1,35,0,0,3,0,2,0,1,0,0,3,0,1,0,1,0,0
"Davis, Mike",Mi.Davis,CAR,LAC,3,19.1,6000,23.1,5100,19.1,14,00-0032063,Active,2020_03_CAR_LAC,CAR,LAC,M.Davis,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png,13,5,-4,-5.93681244436446,2,46,0,0,0,0,RB,RB,CAR,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,1,0,2,9,0,0,1,0,0,23,23,0,0,0,M.Davis,9,8,0.189529558516395,4,45,1,0,0,-8,53,0,0,4,0,4,0,1,0,0,3,0,4,0,1,0,0
"Davis, Mike",Mi.Davis,CAR,MIN,12,9.4,7200,10.9,6900,9.4,21,00-0032063,Active,2020_12_CAR_MIN,CAR,MIN,M.Davis,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,#4f2683,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png,15,2,-6,0.386170443380252,8,55,0,0,0,0,RB,RB,CAR,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,3,1,2,6,1,1,1,13,6,4,35,3,-2,-4,M.Davis,6,3,-4.9397378883441,3,24,0,0,0,7,17,1,0,5,0,1,0,0,0,0,3,0,0,0,0,0,0
"Davis, Mike",Mi.Davis,CAR,NOR,7,6.1,7700,8.6,6600,6.1,25,00-0032063,Active,2020_07_CAR_NO,CAR,NOR,M.Davis,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,#9f8958,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png,7,2,-5,-2.98451405309606,2,12,0,0,0,0,RB,RB,CAR,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,1,2,1,0,3,0,0,7,-3,-1,0,9,0,0,M.Davis,5,5,0.175589459540788,3,24,0,0,0,-10,34,0,0,2,0,3,0,0,0,0,2,0,3,0,0,0,0
"Davis, Mike",Mi.Davis,CAR,TAM,2,11.5,4500,15.5,4000,11.5,10,00-0032063,Active,2020_02_CAR_TB,CAR,TAM,M.Davis,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png,1,0,0,-1.15081271040253,0,1,0,0,0,0,RB,RB,CAR,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,0,0,1,0,0,0,0,0,0,1,0,0,0,0,M.Davis,8,8,1.84872730952161,6,74,0,0,0,2,72,0,0,6,0,2,0,0,0,0,6,0,2,0,0,0,0
"Davis, Mike",Mi.Davis,CAR,WAS,16,8.8,6900,8.8,6500,8.8,18,00-0032063,Active,2020_16_CAR_WAS,CAR,WAS,M.Davis,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,#773141,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png,14,4,-4,-2.11905112006934,3,28,1,0,0,0,RB,RB,CAR,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3025433.png,2,1,1,2,1,4,3,-2,2,0,4,3,15,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dillon, AJ",AJ.Dillon,GNB,ATL,4,0.3,4500,0.3,4000,0.3,10,00-0036265,,2020_04_ATL_GB,GNB,ATL,A.Dillon,#203731,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,#a71930,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,1,0,0,-0.244510750984773,0,3,0,0,0,0,RB,RB,GNB,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4239934.png,0,0,0,0,0,0,1,0,0,0,0,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dillon, AJ",AJ.Dillon,GNB,CAR,15,1.8,4600,1.8,4000,1.8,10,00-0036265,,2020_15_CAR_GB,GNB,CAR,A.Dillon,#203731,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,1,0,0,1.41859838110395,1,18,0,0,0,0,RB,RB,GNB,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4239934.png,0,1,0,0,0,0,0,0,18,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dillon, AJ",AJ.Dillon,GNB,DET,2,1.7,4500,1.7,4000,1.7,12,00-0036265,,2020_02_DET_GB,GNB,DET,A.Dillon,#203731,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,#005a8b,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,5,2,-1,-0.4234692157479,1,17,0,0,0,0,RB,RB,GNB,28,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4239934.png,0,1,0,1,0,3,0,0,-1,0,3,0,15,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
