Name,name1,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,gsis_id,status,game_id,posteam,defteam,rusher_player_name,posteam_color,posteam_logo,defteam_color,defteam_logo,nrush,nrush_neg,rushing_yards_neg,rush_epa,rush_success,rushing_yards,rushing_touchdown,rushing_fumble,rushing_fumble_lost,qb_kneel,position,depth_chart_position,team,jersey_number,headshot_url,left-end,left-tackle,left-guard,middle,right-guard,right-tackle,right-end,rushing_yards_le,rushing_yards_lt,rushing_yards_lg,rushing_yards_mid,rushing_yards_rg,rushing_yards_rt,rushing_yards_re,receiver_player_name,ntargets,receptions,receiving_epa,receiving_success,receiving_yards,receiving_touchdown,receiving_fumble,receiving_fumble_lost,receiving_air_yards_comp,receiving_yards_after_catch,receiving_interception,check1,ntargets_c.0-5,ntargets_e.10-20,ntargets_a.<0,ntargets_d.5-10,ntargets_b.=0,ntargets_f.20+,ntargets_j.other,receptions_c.0-5,receptions_e.10-20,receptions_a.<0,receptions_d.5-10,receptions_b.=0,receptions_f.20+,receptions_j.other
"Ahmed, Salvon",Sa.Ahmed,MIA,NWE,15,21.2,5100,24.7,4700,21.2,14,00-0036020,Active,2020_15_NE_MIA,MIA,NWE,S.Ahmed,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,23,1,0,4.07959350250894,9,122,1,0,0,0,RB,RB,MIA,26,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png,1,1,6,7,4,3,1,4,1,25,32,9,20,31,S.Ahmed,3,1,-1.11404932843288,0,5,0,0,0,5,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0
"Ahmed, Salvon",Sa.Ahmed,MIA,ARI,9,3.8,4500,3.8,4000,3.8,10,00-0036020,Active,2020_09_MIA_ARI,MIA,ARI,S.Ahmed,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#97233f,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,7,1,-2,0.903064118116163,2,38,0,0,0,0,RB,RB,MIA,26,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png,0,0,0,6,0,0,1,0,0,0,34,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ahmed, Salvon",Sa.Ahmed,MIA,BUF,17,12.3,5300,13.8,4400,12.3,18,00-0036020,Active,2020_17_MIA_BUF,MIA,BUF,S.Ahmed,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#00338d,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,6,1,0,0.96175943268463,2,29,1,0,0,0,RB,RB,MIA,26,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png,0,0,1,4,1,0,0,0,0,4,25,0,0,0,S.Ahmed,3,3,0.122852667816915,2,19,0,0,0,-11,30,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"Ahmed, Salvon",Sa.Ahmed,MIA,DEN,11,9.9,5600,12.4,4800,9.9,17,00-0036020,Active,2020_11_MIA_DEN,MIA,DEN,S.Ahmed,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,12,1,-3,-0.420736377825961,4,43,0,0,0,0,RB,RB,MIA,26,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png,2,0,2,6,1,1,0,21,0,4,12,2,4,0,S.Ahmed,6,5,-1.55676341534127,2,31,0,0,0,3,28,0,0,2,0,2,1,1,0,0,1,0,2,1,1,0,0
"Ahmed, Salvon",Sa.Ahmed,MIA,LVR,16,0.8,6700,1.3,5600,0.8,21,00-0036020,Active,2020_16_MIA_LV,MIA,LVR,S.Ahmed,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png,6,4,-6,-5.71135421086862,1,2,0,0,0,0,RB,RB,MIA,26,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4243315.png,1,0,1,2,1,1,0,-4,0,-1,2,0,5,0,S.Ahmed,1,1,-0.726751308422536,0,1,0,0,0,-5,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Akers, Cam",Ca.Akers,LAR,ARI,17,8.6,6300,11.6,6100,8.6,23,00-0036414,Active,2020_17_ARI_LA,LAR,ARI,C.Akers,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png,#97233f,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,21,8,-7,-14.7483644106542,2,34,0,1,1,0,RB,RB,LAR,23,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240021.png,1,2,1,8,0,6,2,0,-1,2,7,0,15,10,C.Akers,4,4,2.55945171479834,2,52,0,0,0,27,25,0,0,2,0,1,0,0,1,0,2,0,1,0,0,1,0
"Akers, Cam",Ca.Akers,LAR,DAL,1,4.8,5800,5.3,5600,4.8,14,00-0036414,Active,2020_01_DAL_LA,LAR,DAL,C.Akers,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,14,2,0,-4.4953274881118,2,39,0,0,0,0,RB,RB,LAR,23,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240021.png,1,3,0,5,0,3,2,0,9,0,15,0,9,6,C.Akers,1,1,-0.226044953218661,0,4,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Akers, Cam",Ca.Akers,LAR,NWE,14,20.4,5900,24.4,5100,20.4,20,00-0036414,Active,2020_14_NE_LA,LAR,NWE,C.Akers,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,29,3,-2,-0.145575806964189,12,171,0,0,0,0,RB,RB,LAR,23,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240021.png,3,7,2,4,3,4,6,5,69,2,7,14,38,36,C.Akers,3,2,-0.790084701253667,1,23,0,0,0,2,21,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0
"Akers, Cam",Ca.Akers,LAR,NYJ,15,6.7,6700,7.2,6600,6.7,29,00-0036414,Active,2020_15_NYJ_LA,LAR,NYJ,C.Akers,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,15,1,0,-3.32890797394794,5,63,0,0,0,0,RB,RB,LAR,23,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240021.png,1,3,0,2,5,3,1,11,12,0,7,20,11,2,C.Akers,3,1,-2.4568843752495,0,-1,0,0,0,-1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
"Akers, Cam",Ca.Akers,LAR,SEA,10,3.8,5100,3.8,4200,3.8,12,00-0036414,Active,2020_10_SEA_LA,LAR,SEA,C.Akers,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,10,3,-6,-2.46204656275222,5,38,0,0,0,0,RB,RB,LAR,23,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240021.png,5,1,0,0,1,1,2,31,-1,0,0,1,3,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Akers, Cam",Ca.Akers,LAR,SFO,12,14.4,5500,14.4,4200,14.4,12,00-0036414,Active,2020_12_SF_LA,LAR,SFO,C.Akers,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png,#aa0000,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png,9,2,-1,1.99791220715269,4,84,1,0,0,0,RB,RB,LAR,23,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4240021.png,0,1,0,3,2,3,0,0,6,0,8,0,70,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
