Name,name1,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,logo,gsis_id,position.x,depth_chart_position.x,status,headshot_url,headshot_url2,team_logo_wikipedia,logo_def,wiki_logo_def,receiver_player_name,nopass,noplays,yards_gained,yards_passing,interception,sack,qb_hits,incomplete_pass,complete_pass,yards_receiving,touchdown_pass,yards_after_catch,air_yards,air_yards2,epa_receiver,position.y,depth_chart_position.y,n,rusher_player_name,noruns,touchdown_rush,yards_rushing,epa_rusher
"Coutee, Keke",Ke.Coutee,HOU,IND,15,11.8,5900,15.3,5300,11.8,18,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png' width='50'/>,00-0034366,WR,RWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915823.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915823.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png,K.Coutee,7,7,53,53,0,0,0,2,5,53,1,20,60,33,-0.417090831091628,WR,RWR,1,,,,,
"Cracraft, River",Ri.Cracraft,SFO,GNB,9,2.3,4500,3.3,3000,2.3,10,<img src='https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' width='50'/>,00-0034054,WR,LWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052056.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052056.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,R.Cracraft,5,5,13,13,0,0,1,3,2,13,0,0,41,13,-2.5040161790907,WR,LWR,1,,,,,
"Cracraft, River",Ri.Cracraft,SFO,SEA,17,2.7,4500,3.7,3000,2.7,10,<img src='https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' width='50'/>,00-0034054,WR,LWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052056.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052056.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,R.Cracraft,2,2,17,17,0,0,0,0,2,17,0,7,10,10,2.04345661192201,WR,LWR,1,,,,,
"Cracraft, River",Ri.Cracraft,SFO,DAL,15,2.1,4500,3.1,3000,2.1,10,<img src='https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' width='50'/>,00-0034054,WR,LWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052056.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052056.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,R.Cracraft,2,2,11,11,0,0,1,0,2,11,0,4,7,7,0.659617749196415,WR,LWR,1,,,,,
"Crowder, Jamison",Ja.Crowder,NYJ,ARI,5,21.6,6300,28.6,5800,21.6,13,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' width='50'/>,00-0031941,WR,SWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png,J.Crowder,10,10,116,116,0,0,1,2,8,116,1,62,72,54,6.24876727128867,WR,SWR,1,,,,,
"Crowder, Jamison",Ja.Crowder,NYJ,CLE,16,25.82,6000,29.32,4500,25.82,14,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' width='50'/>,00-0031941,WR,SWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,J.Crowder,9,9,92,92,0,0,0,2,7,92,1,55,66,37,6.52324887039192,WR,SWR,1,J.Crowder,1,0,14,0.90347820147872
"Crowder, Jamison",Ja.Crowder,NYJ,DEN,4,13.9,6000,20.4,5200,13.9,18,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' width='50'/>,00-0031941,WR,SWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,J.Crowder,10,10,104,104,0,0,1,3,7,104,0,23,115,81,4.31006381131614,WR,SWR,1,,,,,
"Crowder, Jamison",Ja.Crowder,NYJ,LVR,13,19.2,6200,21.7,5100,19.2,16,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' width='50'/>,00-0031941,WR,SWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png,J.Crowder,7,7,47,47,0,0,0,2,5,47,2,19,30,28,6.47653948800871,WR,SWR,1,,,,,
"Crowder, Jamison",Ja.Crowder,NYJ,MIA,12,4.6,6300,6.1,5400,4.6,17,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' width='50'/>,00-0031941,WR,SWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,J.Crowder,5,5,31,31,1,0,0,1,3,31,0,6,52,25,-3.0737066806991,WR,SWR,1,,,,,
"Crowder, Jamison",Ja.Crowder,NYJ,NWE,9,9.6,6300,10.6,5900,9.6,17,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' width='50'/>,00-0031941,WR,SWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,J.Crowder,2,2,26,26,0,0,0,0,2,26,1,2,24,24,3.43678287038347,WR,SWR,1,,,,,
"Crowder, Jamison",Ja.Crowder,NYJ,BUF,1,21,6000,27.5,5200,21,12,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' width='50'/>,00-0031941,WR,SWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,J.Crowder,13,13,115,115,1,0,1,5,7,115,1,93,101,22,3.17767172883032,WR,SWR,1,,,,,
"Crowder, Jamison",Ja.Crowder,NYJ,LAC,11,2.1,6600,2.6,6100,2.1,17,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' width='50'/>,00-0031941,WR,SWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png,J.Crowder,4,4,16,16,1,0,2,2,1,16,0,1,24,15,-6.12824099836871,WR,SWR,1,,,,,
"Crowder, Jamison",Ja.Crowder,NYJ,LAR,15,9.6,6400,12.6,4400,9.6,11,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' width='50'/>,00-0031941,WR,SWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png,J.Crowder,8,8,66,66,0,0,0,2,6,66,0,37,40,29,2.09138327772962,WR,SWR,1,,,,,
"Crowder, Jamison",Ja.Crowder,NYJ,MIA,6,8.3,6600,11.8,6100,8.3,23,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' width='50'/>,00-0031941,WR,SWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,J.Crowder,13,13,48,48,0,0,0,6,7,48,0,16,99,32,-0.330072369863046,WR,SWR,1,,,,,
"Crowder, Jamison",Ja.Crowder,NYJ,NWE,17,5.1,6400,7.1,5000,5.1,14,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' width='50'/>,00-0031941,WR,SWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,J.Crowder,4,4,31,31,0,0,0,0,4,31,0,13,18,18,2.87180728878593,WR,SWR,1,,,,,
"Crowder, Jamison",Ja.Crowder,NYJ,SEA,14,1.7,6600,2.7,5400,1.7,19,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' width='50'/>,00-0031941,WR,SWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576716.png' height='20'></img>,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,J.Crowder,4,4,7,7,0,0,0,2,2,7,0,0,32,7,-1.27989149542077,WR,SWR,1,,,,,
"Davis, Corey",Co.Davis,TEN,CHI,9,0,6000,0,5900,0,18,<img src='https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' width='50'/>,00-0033871,WR,LWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png' height='20'></img>,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,<img src='https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png,C.Davis,3,3,0,0,0,0,0,3,0,0,0,0,58,0,-2.43737066327594,WR,LWR,1,,,,,
"Davis, Corey",Co.Davis,TEN,CLE,13,29.7,6100,38.2,5100,29.7,20,<img src='https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' width='50'/>,00-0033871,WR,LWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png' height='20'></img>,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,C.Davis,12,12,182,182,0,0,0,1,11,182,1,50,137,132,14.2221687885467,WR,LWR,1,,,,,
"Davis, Corey",Co.Davis,TEN,DET,15,19,6800,24,5800,19,25,<img src='https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' width='50'/>,00-0033871,WR,LWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png' height='20'></img>,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,C.Davis,6,6,110,110,0,0,0,2,4,110,1,40,93,70,7.14167353641824,WR,LWR,1,,,,,
"Davis, Corey",Co.Davis,TEN,IND,10,9.2,5800,11.7,5100,9.2,20,<img src='https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' width='50'/>,00-0033871,WR,LWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png' height='20'></img>,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,<img src='https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png,C.Davis,6,6,67,67,0,0,2,1,5,67,0,17,62,50,4.61779068160104,WR,LWR,1,,,,,
"Davis, Corey",Co.Davis,TEN,JAC,2,11.1,4900,12.6,4000,11.1,14,<img src='https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' width='50'/>,00-0033871,WR,LWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png' height='20'></img>,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png,C.Davis,5,5,36,36,0,0,0,2,3,36,1,15,42,21,3.56836017186288,WR,LWR,1,,,,,
"Davis, Corey",Co.Davis,TEN,PIT,7,12.5,5200,15.5,4800,12.5,19,<img src='https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' width='50'/>,00-0033871,WR,LWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png' height='20'></img>,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,<img src='https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png,C.Davis,10,10,35,35,0,0,0,4,6,35,1,7,87,28,1.30460327993648,WR,LWR,1,,,,,
"Davis, Corey",Co.Davis,TEN,BAL,11,13.8,5900,19.3,4800,13.8,15,<img src='https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' width='50'/>,00-0033871,WR,LWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png' height='20'></img>,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,C.Davis,7,7,113,113,0,0,0,2,5,113,0,37,111,76,5.53412841592217,WR,LWR,1,,,,,
"Davis, Corey",Co.Davis,TEN,CIN,8,22.8,5400,29.8,5100,22.8,22,<img src='https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' width='50'/>,00-0033871,WR,LWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png' height='20'></img>,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,<img src='https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png,C.Davis,10,10,128,128,0,0,1,2,8,128,1,24,110,104,9.34936348118936,WR,LWR,1,,,,,
"Davis, Corey",Co.Davis,TEN,DEN,1,13.6,5000,20.1,4000,13.6,10,<img src='https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' width='50'/>,00-0033871,WR,LWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png' height='20'></img>,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,C.Davis,8,8,101,101,0,0,2,1,7,101,0,22,95,79,7.24683311046101,WR,LWR,1,,,,,
"Davis, Corey",Co.Davis,TEN,GNB,16,0,7200,0,6100,0,20,<img src='https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' width='50'/>,00-0033871,WR,LWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png' height='20'></img>,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,<img src='https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,C.Davis,2,2,0,0,0,0,0,2,0,0,0,0,21,0,-1.26645665685646,WR,LWR,1,,,,,
"Davis, Corey",Co.Davis,TEN,HOU,17,6.4,7200,8.9,6200,6.4,25,<img src='https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' width='50'/>,00-0033871,WR,LWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png' height='20'></img>,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,<img src='https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png,C.Davis,11,11,39,39,0,0,2,6,5,39,0,14,150,25,-1.92839906856983,WR,LWR,1,,,,,
"Davis, Corey",Co.Davis,TEN,IND,12,8.5,6000,10,4900,8.5,18,<img src='https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' width='50'/>,00-0033871,WR,LWR,Active,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042778.png' height='20'></img>,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,<img src='https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png' width='50'/>,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png,C.Davis,3,3,70,70,0,0,0,0,3,70,0,22,48,48,7.57252071402036,WR,LWR,1,,,,,
