Name,name1,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,logo,gsis_id,position,depth_chart_position,status,headshot_url,headshot_url2,team_logo_wikipedia,logo_def,nopass,noplays,touchdown,touchdown_pass,yards_gained,yards_passing,interception,sack,qb_hits,incomplete_pass,complete_pass,yards_receiving,yards_after_catch,air_yards,air_yards2,epa_qb,noruns,touchdown_rush,yards_rushing,epa
Dallas,.Dallas,DAL,PHI,16,10,3800,10,2400,10,11,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,39,70,2,1,477,342,2,3,4,16,21,342,129,376,213,-4.73524353820254,29,1,151,-4.73524353820254
Dallas,.Dallas,DAL,PIT,9,2,3000,2,2000,2,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png' height='12'></img>,45,63,3,3,355,309,0,0,2,14,31,309,185,328,124,2.50526719444685,18,0,46,2.50526719444685
Dallas,.Dallas,DAL,SFO,15,15,3600,15,2700,15,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' height='12'></img>,43,81,4,3,458,319,2,2,6,15,26,319,120,334,199,6.85432198270269,36,1,150,6.85432198270269
Dallas,.Dallas,DAL,WAS,12,1,3300,1,2800,1,11,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png' height='12'></img>,27,66,4,1,338,177,1,3,6,6,20,177,82,120,95,2.28134401282405,36,3,182,2.28134401282405
Dallas,.Dallas,DAL,CIN,14,18,3500,18,2400,18,12,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png' height='12'></img>,38,70,2,1,309,222,0,2,4,10,28,222,145,153,77,-18.1338952992228,30,0,101,-18.1338952992228
Dallas,.Dallas,DAL,LAR,1,4,3800,4,2900,4,12,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png' height='12'></img>,31,72,2,0,422,275,1,1,3,10,20,275,195,140,80,1.6936029748686,40,2,153,1.6936029748686
Dallas,.Dallas,DAL,MIN,11,5,3000,5,2200,5,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,30,61,4,3,430,314,0,2,7,8,22,314,136,262,178,10.4006560596754,29,1,125,5.41505877918098
Dallas,.Dallas,DAL,NYG,17,6,4000,6,2900,6,14,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/100px-New_York_Giants_logo.svg.png' height='12'></img>,25,55,3,2,336,229,1,2,6,7,17,229,68,287,161,-1.44524572550171,28,1,125,-1.44524572550171
Dallas,.Dallas,DAL,PHI,8,13,3600,13,2400,13,11,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,28,58,2,2,222,132,2,4,6,10,16,132,32,304,100,-18.2852819958353,26,0,119,-18.2852819958353
Dallas,.Dallas,DAL,SEA,3,2,3500,2,2600,2,11,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,40,70,5,5,412,315,0,4,8,13,27,315,74,394,241,11.4598884809238,26,0,117,4.04133697159705
Dallas,.Dallas,DAL,WAS,7,2,3700,2,3000,2,13,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png' height='12'></img>,25,66,3,2,397,194,0,2,4,10,15,194,70,197,124,8.2547389285608,39,1,208,8.2547389285608
Denver,.Denver,DEN,BUF,15,-1,3700,-1,2400,-1,11,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png' height='12'></img>,40,65,5,2,534,359,0,1,5,12,28,359,118,404,241,32.3969229403071,24,3,182,32.3969229403071
Denver,.Denver,DEN,KAN,7,5,3900,2,2900,2,12,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png' height='12'></img>,25,51,3,1,286,213,0,4,7,8,17,213,131,166,82,8.21277894841943,22,2,101,3.06260576954548
Denver,.Denver,DEN,LAC,8,5,3900,5,3000,5,16,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png' height='12'></img>,44,84,3,3,485,278,2,2,4,13,29,278,140,296,138,3.05636433762866,38,0,210,3.05636433762866
Denver,.Denver,DEN,LVR,17,10,3600,10,2400,10,12,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,38,64,4,2,465,371,2,3,5,12,24,371,123,379,248,7.85197164106648,23,2,106,3.20852149801794
Denver,.Denver,DEN,MIA,11,12,3900,12,2400,12,13,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,38,61,1,1,223,200,1,6,7,14,23,200,79,304,121,-9.97493521502235,17,0,56,-9.97493521502235
Denver,.Denver,DEN,NOR,12,4,3800,4,2200,4,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,16,63,4,0,292,78,1,3,3,6,9,78,46,105,32,3.03283336563435,44,4,229,3.03283336563435
Denver,.Denver,DEN,TAM,3,4,3700,4,3100,4,17,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,38,65,3,3,353,297,0,2,6,13,25,297,111,311,186,9.19952946687413,25,0,68,9.19952946687413
Denver,.Denver,DEN,TEN,1,4,4500,4,2800,4,11,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,<img src = 'https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' height='12'></img>,43,78,2,2,377,249,0,1,7,14,29,249,96,266,153,8.17215465594378,34,0,130,8.17215465594378
Denver,.Denver,DEN,ATL,9,3,4200,3,2700,3,14,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png' height='12'></img>,35,69,4,3,363,284,1,2,9,9,25,284,89,336,195,1.44912020646836,32,1,92,1.44912020646836
Denver,.Denver,DEN,CAR,14,10,4000,10,2500,10,12,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,40,65,3,0,370,283,0,4,6,10,30,283,161,236,122,3.80896005995019,21,3,125,3.80896005995019
Denver,.Denver,DEN,LAC,16,3,3500,3,2300,3,13,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png' height='12'></img>,33,55,1,1,316,253,0,2,7,12,21,253,129,208,124,-1.18470632506939,20,0,89,-1.18470632506939
Denver,.Denver,DEN,LVR,10,-4,4300,-4,2400,-4,14,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,25,66,4,0,357,154,0,0,0,9,16,154,64,219,90,6.36034001596861,41,4,203,6.36034001596861
Denver,.Denver,DEN,NWE,6,14,3900,14,3500,14,13,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,27,56,1,0,288,195,2,4,8,6,19,195,136,147,59,-8.22474869317376,25,1,117,-14.6198981404305
Denver,.Denver,DEN,NYJ,4,6,4700,6,3900,6,14,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,44,74,1,0,321,246,0,6,9,19,25,246,68,439,178,-12.2458982709982,24,1,129,-12.2458982709982
Denver,.Denver,DEN,PIT,2,5,4100,5,2500,5,14,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png' height='12'></img>,41,64,3,2,410,311,1,1,3,11,29,311,168,233,143,-9.93728437296363,22,1,109,-9.93728437296363
Detroit,.Detroit,DET,CHI,1,1,3700,1,2700,1,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,36,65,3,3,363,242,0,1,5,16,20,242,81,349,161,7.23818732849844,28,0,149,7.23818732849844
Detroit,.Detroit,DET,GNB,14,-1,3100,-1,2000,-1,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,33,64,4,3,410,290,0,0,1,7,26,290,171,210,119,19.5686547539663,31,1,120,19.5686547539663
Detroit,.Detroit,DET,HOU,12,0,3500,0,2200,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png' height='12'></img>,25,50,4,4,384,318,0,2,3,8,17,318,115,319,203,10.6828139854187,23,0,77,10.6828139854187
Detroit,.Detroit,DET,IND,8,0,3400,0,2500,0,11,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png' height='12'></img>,34,75,5,3,366,262,0,2,4,11,23,262,143,224,119,11.6374496592325,39,2,119,11.6374496592325
Detroit,.Detroit,DET,MIN,17,-1,3400,-1,2200,-1,11,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,40,74,5,3,508,405,0,3,5,12,28,405,210,271,195,19.3808211534387,31,2,125,19.3808211534387
Detroit,.Detroit,DET,NOR,4,0,3200,0,2200,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,25,69,5,2,392,246,1,2,6,5,19,246,90,233,156,17.2745078731095,42,3,164,17.2745078731095
Detroit,.Detroit,DET,TAM,16,4,3000,4,2000,4,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,42,70,7,6,588,491,0,2,2,11,31,491,162,467,329,24.7394347501845,26,1,111,24.7394347501845
Detroit,.Detroit,DET,WAS,10,4,3900,4,2600,4,11,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png' height='12'></img>,55,83,3,0,464,390,0,2,8,17,38,390,197,324,193,17.4519312766892,26,3,89,13.088968243082
Detroit,.Detroit,DET,ARI,3,7,3000,7,2400,7,11,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,35,63,3,2,377,270,3,1,2,9,23,270,119,332,151,-0.212294080178253,27,1,109,-0.212294080178253
Detroit,.Detroit,DET,ATL,7,4,3400,4,2200,4,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png' height='12'></img>,42,70,3,1,388,338,0,2,6,11,31,338,103,283,235,4.54828692047158,26,2,66,4.54828692047158
Detroit,.Detroit,DET,CAR,11,6,3500,6,2700,6,12,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,35,70,2,1,374,258,2,1,1,9,24,258,123,235,135,-4.94435323543156,34,1,116,-4.94435323543156
Detroit,.Detroit,DET,CHI,13,5,3500,5,2500,5,11,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,34,67,4,1,389,267,0,2,2,8,26,267,150,212,117,6.19132059933109,31,3,140,6.19132059933109
Detroit,.Detroit,DET,GNB,2,-3,3400,-3,2100,-3,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,30,66,4,2,488,240,0,1,3,12,18,240,100,277,140,22.3177264983016,35,2,259,22.3177264983016
Detroit,.Detroit,DET,JAC,6,6,3400,6,3000,6,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png' height='12'></img>,44,61,2,1,275,243,1,1,4,18,25,243,112,417,131,-6.81394628241002,16,1,44,-6.81394628241002
Detroit,.Detroit,DET,MIN,9,4,3200,4,2300,4,12,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,20,55,5,3,487,220,0,1,2,7,13,220,114,217,106,15.2218715040945,34,2,275,15.2218715040945
Detroit,.Detroit,DET,TEN,15,-1,3200,-1,2200,-1,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,DEF,DEF,,,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,<img src = 'https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png' height='12'></img>,27,66,6,3,463,273,0,1,1,6,21,273,131,246,142,30.5990858548661,38,3,195,30.5990858548661
