"game_id","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date.x","season","game_date.y","player_id","pos","player","team","pass_cmp","pass_att","pass_yds","pass_td","pass_int","pass_sacked","pass_sacked_yds","pass_long","pass_rating","rush_att","rush_yds","rush_td","rush_long","targets","rec","rec_yds","rec_td","rec_long","fumbles_lost","rush_scrambles","designed_rush_att","comb_pass_rush_play","comb_pass_play","comb_rush_play","Team_abbrev","Opponent_abbrev","two_point_conv","total_ret_td","offensive_fumble_recovery_td","pass_yds_bonus","rush_yds_bonus","rec_yds_bonus","Total_DKP","Off_DKP","Total_FDP","Off_FDP","pass_target_yds","pass_poor_throws","pass_blitzed","pass_hurried","rush_yds_before_contact","rush_yac","rush_broken_tackles","rec_air_yds","rec_yac","rec_drops","offense","off_pct","last_300_median_DKP","last_300_median_FDP","last_600_median_DKP","last_600_median_FDP"
"202010180pit","CLE","PIT",7,38,"False","outdoors","grass",61,43,9,-3,"PIT","50.0",2020-10-18,2020,"2020-10-18","SmitJu00","WR","JuJu Smith-Schuster","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,5,0,0,0,0,0,0,"PIT","CLE",0,0,0,0,0,0,2.6,2.6,1.6,1.6,0,0,0,0,0,0,0,13.2,3,0,42,65,18.35,15.1,13.8,10.9
"202010180pit","CLE","PIT",7,38,"False","outdoors","grass",61,43,9,-3,"PIT","50.0",2020-10-18,2020,"2020-10-18","SnelBe00","RB","Benny Snell Jr.","PIT",0,0,0,0,0,0,0,0,0,6,17,1,5,1,1,4,0,4,0,0,6,6,0,6,"PIT","CLE",0,0,0,0,0,0,9.1,9.1,8.6,8.6,0,0,0,0,7,10,0,-7,11,0,14,22,NA,NA,NA,NA
"202010180pit","CLE","PIT",7,38,"False","outdoors","grass",61,43,9,-3,"PIT","50.0",2020-10-18,2020,"2020-10-18","McClRa00","WR","Ray-Ray McCloud","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"PIT","CLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,NA,NA,NA,NA
"202010180pit","CLE","PIT",7,38,"False","outdoors","grass",61,43,9,-3,"PIT","50.0",2020-10-18,2020,"2020-10-18","McFaAn00","RB","Anthony McFarland Jr.","PIT",0,0,0,0,0,0,0,0,0,3,2,0,3,1,1,6,0,6,0,0,3,3,0,3,"PIT","CLE",0,0,0,0,0,0,1.8,1.8,1.3,1.3,0,0,0,0,-1,3,0,-1,7,0,10,15,NA,NA,NA,NA
"202010180pit","CLE","PIT",7,38,"False","outdoors","grass",61,43,9,-3,"PIT","50.0",2020-10-18,2020,"2020-10-18","RudoMa00","QB","Mason Rudolph","PIT",1,1,6,0,0,0,0,6,91.7,3,-3,0,-1,0,0,0,0,0,0,0,3,4,1,3,"PIT","CLE",0,0,0,0,0,0,-0.0600000000000001,-0.0600000000000001,-0.0600000000000001,-0.0600000000000001,-1,0,0,0,-3,0,0,0,0,0,7,11,NA,NA,14.52,14.02
"202010180pit","CLE","PIT",7,38,"False","outdoors","grass",61,43,9,-3,"PIT","50.0",2020-10-18,2020,"2020-10-18","TaylTa00","WR","Taywan Taylor","CLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,NA,NA,NA,NA
"202010180pit","CLE","PIT",7,38,"False","outdoors","grass",61,43,9,-3,"PIT","50.0",2020-10-18,2020,"2020-10-18","JanoAn00","FB","Andy Janovich","CLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,NA,NA,NA,NA
"202010180pit","CLE","PIT",7,38,"False","outdoors","grass",61,43,9,-3,"PIT","50.0",2020-10-18,2020,"2020-10-18","CarlSt00","TE","Stephen Carlson","CLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA
"202010180pit","CLE","PIT",7,38,"False","outdoors","grass",61,43,9,-3,"PIT","50.0",2020-10-18,2020,"2020-10-18","McDoVa00","TE","Vance McDonald","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,62,3.9,2.9,4.7,3.25
"202010180pit","CLE","PIT",7,38,"False","outdoors","grass",61,43,9,-3,"PIT","50.0",2020-10-18,2020,"2020-10-18","SamuJa00","RB","Jaylen Samuels","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,NA,NA,NA,NA
"202010180pit","CLE","PIT",7,38,"False","outdoors","grass",61,43,9,-3,"PIT","50.0",2020-10-18,2020,"2020-10-18","WattDe00","FB","Derek Watt","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,NA,NA,NA,NA
"202010180pit","CLE","PIT",7,38,"False","outdoors","grass",61,43,9,-3,"PIT","50.0",2020-10-18,2020,"2020-10-18","CainDe00","WR","Deon Cain","PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,NA,NA,NA,NA
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","GoffJa00","QB","Jared Goff","LAR",19,38,198,2,1,0,0,40,72,1,10,0,10,0,0,0,0,0,0,1,0,39,39,0,"LAR","SFO",0,0,0,0,0,0,15.92,15.92,14.92,14.92,455,10,8,1,9,1,0,0,0,0,60,100,26.07,24.17,20.12,17.9
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","WoodRo02","WR","Robert Woods","LAR",0,0,0,0,0,0,0,0,0,2,11,0,7,10,4,29,1,12,0,0,2,2,0,2,"LAR","SFO",0,0,0,0,0,0,14,14,12,12,0,0,0,0,9,2,0,160,1,1,57,95,18.85,15,16.55,12.8
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","KuppCo00","WR","Cooper Kupp","LAR",0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,7,0,0,0,0,0,0,"LAR","SFO",0,0,0,0,0,0,4.1,4.1,2.6,2.6,0,0,0,0,0,0,0,119.7,5,2,55,92,14,10.5,14,10.5
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","ReynJo00","WR","Josh Reynolds","LAR",0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,45,1,40,0,0,0,0,0,0,"LAR","SFO",0,0,0,0,0,0,12.5,12.5,11.5,11.5,0,0,0,0,0,0,0,98,0,0,50,83,9,6,8.5,6.45
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","HigbTy00","TE","Tyler Higbee","LAR",0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,56,0,31,0,0,0,0,0,0,"LAR","SFO",0,0,0,0,0,0,8.6,8.6,7.1,7.1,0,0,0,0,0,0,0,42,19,0,45,75,7,5.5,22.4,15.1
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","HendDa00","RB","Darrell Henderson","LAR",0,0,0,0,0,0,0,0,0,14,88,0,18,0,0,4,0,4,0,0,14,14,0,14,"LAR","SFO",0,0,0,0,0,0,9.2,9.2,9.2,9.2,0,0,0,0,52,36,0,0,0,0,32,53,NA,NA,NA,NA
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","EverGe00","TE","Gerald Everett","LAR",0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,27,0,17,0,0,0,0,0,0,"LAR","SFO",0,0,0,0,0,0,5.7,5.7,4.2,4.2,0,0,0,0,0,0,0,30,9,0,30,50,NA,NA,13.55,9.8
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","BrowMa03","RB","Malcolm Brown ","LAR",0,0,0,0,0,0,0,0,0,2,4,0,3,4,3,18,0,7,0,0,2,2,0,2,"LAR","SFO",0,0,0,0,0,0,5.2,5.2,3.7,3.7,0,0,0,0,3,1,0,2,12,0,27,45,NA,NA,NA,NA
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","JeffVa00","WR","Van Jefferson ","LAR",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,8,0,0,0,0,0,0,"LAR","SFO",0,0,0,0,0,0,1.8,1.8,1.3,1.3,0,0,0,0,0,0,0,3,5,0,3,5,NA,NA,NA,NA
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","GaroJi00","QB","Jimmy Garoppolo","SFO",23,33,268,3,0,0,0,44,124.3,4,8,0,6,0,0,0,0,0,0,1,3,37,34,3,"SFO","LAR",0,0,0,0,0,0,23.52,23.52,23.52,23.52,145,5,8,1,7,1,0,0,0,0,73,100,15.53,15.53,14,12.6
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","KittGe00","TE","George Kittle","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,109,1,44,0,0,0,0,0,0,"SFO","LAR",0,0,0,0,0,1,26.9,26.9,20.4,20.4,0,0,0,0,0,0,0,65,71,2,71,97,12.8,10.05,15.45,12.2
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","AiyuBr00","WR","Brandon Aiyuk ","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,1,10,0,0,0,0,0,0,"SFO","LAR",0,0,0,0,0,0,9.2,9.2,8.2,8.2,0,0,0,0,0,0,0,42,14,0,62,85,10.5,9.25,10.5,9.25
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","SamuDe00","WR","Deebo Samuel","SFO",0,0,0,0,0,0,0,0,0,1,-6,0,-6,6,6,66,1,35,0,0,1,1,0,1,"SFO","LAR",0,0,0,0,0,0,18,18,15,15,0,0,0,0,-6,0,0,-31.8,98,0,60,82,4.2,3.2,9.9,8.65
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","BourKe00","WR","Kendrick Bourne","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,44,0,25,0,0,0,0,0,0,"SFO","LAR",0,0,0,0,0,0,6.4,6.4,5.4,5.4,0,0,0,0,0,0,0,38.1,11,1,41,56,7.85,6.35,9.9,8.3
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","MostRa00","RB","Raheem Mostert","SFO",0,0,0,0,0,0,0,0,0,17,65,0,15,2,2,11,0,7,0,0,17,17,0,17,"SFO","LAR",0,0,0,0,0,0,9.6,9.6,8.6,8.6,0,0,0,0,42,23,0,-3,14,0,35,48,NA,NA,NA,NA
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","McKiJe00","RB","Jerick McKinnon ","SFO",0,0,0,0,0,0,0,0,0,6,18,0,5,3,2,10,0,8,0,0,6,6,0,6,"SFO","LAR",0,0,0,0,0,0,4.8,4.8,3.8,3.8,0,0,0,0,15,3,0,6.9,7,0,23,32,22.7,19.2,22.7,19.2
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","JuszKy00","FB","Kyle Juszczyk","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,8,0,0,0,0,0,0,"SFO","LAR",0,0,0,0,0,0,1.8,1.8,1.3,1.3,0,0,0,0,0,0,0,28,4,0,22,30,NA,NA,NA,NA
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","HastJa02","RB","Jamycal Hasty","SFO",0,0,0,0,0,0,0,0,0,9,37,0,10,1,0,0,0,0,0,0,9,9,0,9,"SFO","LAR",0,0,0,0,0,0,3.7,3.7,3.7,3.7,0,0,0,0,22,15,0,-5,0,0,15,21,NA,NA,NA,NA
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","TaylTr02","WR","Trent Taylor","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,8,0,0,0,0,0,0,"SFO","LAR",0,0,0,0,0,0,1.8,1.8,1.3,1.3,0,0,0,0,0,0,0,5,4,0,6,8,NA,NA,NA,NA
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","AkerCa00","RB","Cam Akers ","LAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","DwelRo00","TE","Ross Dwelley","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,29,8.9,6.9,8.9,6.9
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","JameRi00","WR","Richie James","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,NA,NA,NA,NA
"202010180sfo","LAR","SFO",16,24,"False","outdoors","grass",86,22,10,-2.5,"LAR","51.0",2020-10-18,2020,"2020-10-18","WoerCh00","TE","Charlie Woerner","SFO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","RodgAa00","QB","Aaron Rodgers ","GNB",16,35,160,0,2,4,42,20,35.4,2,14,0,8,0,0,0,0,0,0,2,0,41,41,0,"GNB","TAM",0,0,0,0,0,0,5.8,5.8,3.8,3.8,298,4,18,1,14,0,0,0,0,0,60,95,23.77,21.77,17.28,16.37
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","ValdMa00","WR","Marquez Valdes-Scantling","GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,32,0,15,0,0,0,0,0,0,"GNB","TAM",0,0,0,0,0,0,6.2,6.2,4.7,4.7,0,0,0,0,0,0,0,131,11,0,53,84,5,3.75,6.3,4.8
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","AdamDa01","WR","Davante Adams","GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,61,0,18,0,0,0,0,0,0,"GNB","TAM",0,0,0,0,0,0,12.1,12.1,9.1,9.1,0,0,0,0,0,0,0,77,22,2,52,83,26.6,18.8,20.6,14.1
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","TonyRo00","TE","Robert Tonyan ","GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,25,0,11,0,0,0,0,0,0,"GNB","TAM",0,0,0,0,0,0,5.5,5.5,4,4,0,0,0,0,0,0,0,25.2,9,0,37,59,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","JoneAa00","RB","Aaron Jones","GNB",0,0,0,0,0,0,0,0,0,10,15,1,7,5,3,26,0,20,0,0,10,10,0,10,"GNB","TAM",0,0,0,0,0,0,13.1,13.1,11.6,11.6,0,0,0,0,7,8,0,18,29,1,36,57,19.3,15.3,18.55,15.05
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","WillJa06","RB","Jamaal Williams","GNB",0,0,0,0,0,0,0,0,0,4,34,0,25,1,0,0,0,0,0,0,4,4,0,4,"GNB","TAM",0,0,0,0,0,0,3.4,3.4,3.4,3.4,0,0,0,0,18,16,1,-2,0,0,32,51,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","TaylMa01","WR","Malik Taylor","GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"GNB","TAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,32,51,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","LewiMa00","TE","Marcedes Lewis","GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"GNB","TAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,21,33,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","St.BEq00","WR","Equanimeous St. Brown","GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"GNB","TAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,17,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","DillAJ00","RB","AJ Dillon","GNB",0,0,0,0,0,0,0,0,0,5,31,0,20,0,0,0,0,0,0,0,5,5,0,5,"GNB","TAM",0,0,0,0,0,0,3.1,3.1,3.1,3.1,0,0,0,0,22,9,0,0,0,0,10,16,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","ShepDa00","WR","Darrius Shepherd","GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0,16,0,0,0,0,0,0,"GNB","TAM",0,0,0,0,0,0,2.6,2.6,2.1,2.1,0,0,0,0,0,0,0,6,10,0,6,10,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","BoylTi00","QB","Tim Boyle","GNB",0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"GNB","TAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","BradTo00","QB","Tom Brady ","TAM",17,27,166,2,0,0,0,31,104.9,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,"TAM","GNB",0,0,0,0,0,0,14.64,14.64,14.64,14.64,231,6,12,0,0,0,0,0,0,0,55,86,19.15,17.65,15.84,15.24
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","GronRo00","TE","Rob Gronkowski ","TAM",0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,78,1,31,0,0,0,0,0,0,"TAM","GNB",0,0,0,0,0,0,18.8,18.8,16.3,16.3,0,0,0,0,0,0,0,91.2,25,1,54,84,8.2,6.7,8.2,6.7
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","EvanMi00","WR","Mike Evans","TAM",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,0,10,0,0,0,0,0,0,"TAM","GNB",0,0,0,0,0,0,2,2,1.5,1.5,0,0,0,0,0,0,0,11,5,0,50,78,14.65,12.9,13.2,11.4
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","GodwCh00","WR","Chris Godwin","TAM",0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,48,0,25,0,0,0,0,0,0,"TAM","GNB",0,0,0,0,0,0,9.8,9.8,7.3,7.3,0,0,0,0,0,0,0,34.3,27,1,40,63,15.65,12.9,14.3,12.6
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","JoneRo01","RB","Ronald Jones II","TAM",0,0,0,0,0,0,0,0,0,23,113,2,25,2,2,8,0,6,0,0,23,23,0,23,"TAM","GNB",0,0,0,0,1,0,29.1,29.1,25.1,25.1,0,0,0,0,43,70,3,-2,10,0,36,56,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","BratCa00","TE","Cameron Brate","TAM",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,0,0,0,0,0,"TAM","GNB",0,0,0,0,0,0,1.3,1.3,0.8,0.8,0,0,0,0,0,0,0,3,0,0,23,36,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","MillSc01","WR","Scott Miller ","TAM",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,6,0,0,0,0,0,0,"TAM","GNB",0,0,0,0,0,0,1.6,1.6,1.1,1.1,0,0,0,0,0,0,0,37,0,0,23,36,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","McCoLe01","RB","LeSean McCoy","TAM",0,0,0,0,0,0,0,0,0,4,1,0,2,1,1,6,0,6,0,0,4,4,0,4,"TAM","GNB",0,0,0,0,0,0,1.7,1.7,1.2,1.2,0,0,0,0,0,1,0,1,5,0,19,30,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","JohnTy00","WR","Tyler Johnson","TAM",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,7,0,0,0,0,0,0,"TAM","GNB",0,0,0,0,0,0,7.7,7.7,7.2,7.2,0,0,0,0,0,0,0,7,0,0,16,25,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","GrayCy01","WR","Cyril Grayson","TAM",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"TAM","GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1,12,19,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","VaugKe00","RB","Ke'Shawn Vaughn ","TAM",0,0,0,0,0,0,0,0,0,5,42,0,19,1,0,0,0,0,0,0,5,5,0,5,"TAM","GNB",0,0,0,0,0,0,4.2,4.2,4.2,4.2,0,0,0,0,19,23,1,5,0,1,10,16,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","GabbBl00","QB","Blaine Gabbert","TAM",0,1,0,0,0,0,0,0,39.6,3,2,0,2,0,0,0,0,0,0,1,2,4,2,2,"TAM","GNB",0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,1,0,2,0,0,0,0,0,9,14,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","SterJa00","TE","Jace Sternberger","GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","LoveJo02","TE","John Lovett","GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","WatsJu01","WR","Justin Watson","TAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,5.75,4.75,6.8,5.8
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","HudsTa00","TE","Tanner Hudson","TAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,NA,NA,NA,NA
"202010180tam","GNB","TAM",10,38,"False","outdoors","grass",88,48,12,-3,"GNB","55.0",2020-10-18,2020,"2020-10-18","MickJa01","WR","Jaydon Mickens","TAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,NA,NA,NA,NA
