Name,name1,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,gsis_id,status,game_id,posteam,defteam,receiver_player_name,posteam_color,posteam_logo,defteam_color,defteam_logo,ntargets,receptions,receiving_epa,receiving_success,receiving_yards,receiving_touchdown,receiving_fumble,receiving_fumble_lost,receiving_air_yards_comp,receiving_yards_after_catch,receiving_interception,check1,position,depth_chart_position,team,jersey_number,headshot_url,ntargets_c.0-5,ntargets_e.10-20,ntargets_a.<0,ntargets_d.5-10,ntargets_b.=0,ntargets_f.20+,ntargets_j.other,receptions_c.0-5,receptions_e.10-20,receptions_a.<0,receptions_d.5-10,receptions_b.=0,receptions_f.20+,receptions_j.other,rusher_player_name,nrush,nrush_neg,rushing_yards_neg,rush_epa,rush_success,rushing_yards,rushing_touchdown,rushing_fumble,rushing_fumble_lost,qb_kneel,left-end,left-tackle,left-guard,middle,right-guard,right-tackle,right-end,rushing_yards_le,rushing_yards_lt,rushing_yards_lg,rushing_yards_mid,rushing_yards_rg,rushing_yards_rt,rushing_yards_re
"Adams, Davante",Da.Adams,GNB,IND,11,20.1,9500,26.6,8600,20.1,38,00-0031381,Active,2020_11_GB_IND,GNB,IND,D.Adams,#203731,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,#002c5f,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png,9,7,5.16273426988149,7,106,1,0,0,73,33,0,0,WR,LWR,GNB,17,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,3,3,1,1,0,1,0,2,3,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adams, Davante",Da.Adams,GNB,MIN,1,34.6,8000,44.6,7300,34.6,32,00-0031381,Active,2020_01_GB_MIN,GNB,MIN,D.Adams,#203731,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,#4f2683,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png,17,14,7.1580892499187,11,156,2,0,0,113,43,0,0,WR,LWR,GNB,17,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,6,3,2,2,1,3,0,5,2,2,2,1,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adams, Davante",Da.Adams,GNB,SFO,9,28.3,9400,36.3,8400,28.3,37,00-0031381,Active,2020_09_GB_SF,GNB,SFO,D.Adams,#203731,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,#aa0000,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png,12,10,15.6127830123878,9,173,1,0,0,110,63,0,0,WR,LWR,GNB,17,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,5,0,1,1,0,5,0,5,0,1,1,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adams, Davante",Da.Adams,GNB,TAM,6,9.1,9000,12.1,8000,9.1,36,00-0031381,Active,2020_06_GB_TB,GNB,TAM,D.Adams,#203731,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png,10,6,-7.46204317148658,6,61,0,0,0,39,22,2,0,WR,LWR,GNB,17,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16800.png,3,2,0,4,1,0,0,2,1,0,2,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agholor, Nelson",Ne.Agholor,LVR,BUF,4,12.4,4700,14.4,3500,12.4,10,00-0031549,Active,2020_04_BUF_LV,LVR,BUF,N.Agholor,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png,#00338d,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,4,4,8.05844754457939,4,44,1,0,0,42,2,0,0,WR,RWR,LVR,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971618.png,0,2,0,2,0,0,0,0,2,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agholor, Nelson",Ne.Agholor,LVR,DEN,10,1.3,5100,1.8,4900,1.3,16,00-0031549,Active,2020_10_DEN_LV,LVR,DEN,N.Agholor,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,4,1,-1.15796066261828,1,8,0,0,0,8,0,0,0,WR,RWR,LVR,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971618.png,0,2,0,2,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agholor, Nelson",Ne.Agholor,LVR,IND,14,18.5,5200,24,4700,18.5,15,00-0031549,Active,2020_14_IND_LV,LVR,IND,N.Agholor,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png,#002c5f,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png,9,5,4.39806044571134,4,100,1,0,0,80,20,0,0,WR,RWR,LVR,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971618.png,2,3,0,2,0,2,0,2,1,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agholor, Nelson",Ne.Agholor,LVR,KAN,11,17.8,5300,20.8,4500,17.8,16,00-0031549,Active,2020_11_KC_LV,LVR,KAN,N.Agholor,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,9,6,4.01731974986615,6,88,1,0,0,59,29,1,0,WR,RWR,LVR,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971618.png,1,4,1,1,0,2,0,1,3,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agholor, Nelson",Ne.Agholor,LVR,LAC,15,6.9,5600,8.9,5000,6.9,16,00-0031549,Active,2020_15_LAC_LV,LVR,LAC,N.Agholor,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png,8,4,3.64137734618271,3,49,0,0,0,29,20,0,0,WR,RWR,LVR,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971618.png,3,2,1,0,0,2,0,3,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agholor, Nelson",Ne.Agholor,LVR,MIA,16,24,5900,29.5,4500,24,18,00-0031549,Active,2020_16_MIA_LV,LVR,MIA,N.Agholor,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,6,5,9.50590439443476,5,155,1,0,0,95,60,0,0,WR,RWR,LVR,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971618.png,0,4,0,0,0,2,0,0,4,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
