Name,name1,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,gsis_id,status,game_id,posteam,defteam,passer_player_name,posteam_color,posteam_logo,defteam_color,defteam_logo,npass,pass_complete,pass_epa,pass_success,passing_yards,passing_touchdown,passing_fumble,passing_fumble_lost,air_yards_comp,yards_after_catch,qb_hit,qb_sack,qb_sack_yards,interception,air_yards_comp_20p,air_yards_20p,check1,pass_rtg,position,depth_chart_position,team,jersey_number,headshot_url,npass_a.<0,npass_b.=0,npass_c.0-5,npass_d.5-10,npass_e.10-20,npass_f.20+,pass_complete_a.<0,pass_complete_b.=0,pass_complete_c.0-5,pass_complete_d.5-10,pass_complete_e.10-20,pass_complete_f.20+,pass_complete_g.sacked,pass_complete_h.qb_spike,pass_complete_j.other,rusher_player_name,nrush,nrush_neg,rushing_yards_neg,rush_epa,rush_success,rushing_yards,rushing_touchdown,rushing_fumble,rushing_fumble_lost,left-end,left-tackle,left-guard,middle,right-guard,right-tackle,right-end,rushing_yards_le,rushing_yards_lt,rushing_yards_lg,rushing_yards_mid,rushing_yards_rg,rushing_yards_rt,rushing_yards_re,intangibles1
"Luton, Jake",Ja.Luton,JAC,PIT,11,2.04,6500,2.04,5000,2.04,21,00-0036312,Active,2020_11_PIT_JAX,JAC,PIT,J.Luton,#000000,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png,#000000,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png,37,16,-26.2581310234742,11,151,0,1,0,92,59,7,2,-18,4,0,5,0,10.0788288288288,QB,QB,JAC,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3124900.png,5,2,8,9,8,5,3,1,5,3,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7
"Luton, Jake",Ja.Luton,JAC,GNB,10,9.76,6700,9.76,5400,9.76,23,00-0036312,Active,2020_10_JAX_GB,JAC,GNB,J.Luton,#000000,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png,#203731,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png,35,18,-12.1481081763682,14,169,1,0,0,77,92,4,3,-18,1,0,2,0,62.6785714285714,QB,QB,JAC,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3124900.png,8,2,12,7,4,2,6,1,4,5,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2
"Mahomes II, Patrick",Pa.Mahomes,KAN,ATL,16,20.22,9400,20.22,8500,20.22,43,00-0033873,Active,2020_16_ATL_KC,KAN,ATL,P.Mahomes,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,#a71930,https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png,44,24,0.14860664412695,21,278,2,0,0,108,170,5,0,0,1,2,4,0,79.5454545454546,QB,QB,KAN,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139477.png,7,2,13,10,8,4,6,2,8,5,1,2,0,0,0,P.Mahomes,3,1,-1,1.60883671767078,2,21,0,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,9,4.6
"Mahomes II, Patrick",Pa.Mahomes,KAN,CAR,9,30.88,9300,33.88,8100,30.88,36,00-0033873,Active,2020_09_CAR_KC,KAN,CAR,P.Mahomes,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,#0085ca,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png,45,30,15.3649805347875,25,372,4,0,0,235,137,8,2,-11,0,5,7,0,121.712962962963,QB,QB,KAN,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139477.png,6,2,10,9,11,6,5,2,8,5,6,4,0,0,0,P.Mahomes,1,0,0,1.656530609529,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,4.9
"Mahomes II, Patrick",Pa.Mahomes,KAN,HOU,1,20.44,9500,20.44,7400,20.44,41,00-0033873,Active,2020_01_HOU_KC,KAN,HOU,P.Mahomes,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,#03202f,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png,32,24,13.9878289136104,21,211,3,0,0,78,133,3,1,-8,0,0,2,0,123.307291666667,QB,QB,KAN,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139477.png,6,7,9,5,3,2,4,6,8,3,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7
"Mahomes II, Patrick",Pa.Mahomes,KAN,LVR,5,30.7,9000,33.7,7700,30.7,38,00-0033873,Active,2020_05_LV_KC,KAN,LVR,P.Mahomes,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png,43,22,10.4443685408615,16,340,2,0,0,179,161,5,3,-7,1,3,9,0,83.4786821705426,QB,QB,KAN,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139477.png,8,2,8,11,5,9,4,0,5,7,3,3,0,0,0,P.Mahomes,6,0,0,-0.924997597525362,3,21,1,0,0,3,0,0,1,0,0,2,9,0,0,1,0,0,11,6.8
"Mahomes II, Patrick",Pa.Mahomes,KAN,NWE,4,20.24,8700,20.24,7400,20.24,39,00-0033873,Active,2020_04_NE_KC,KAN,NWE,P.Mahomes,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,29,19,6.61569467402239,14,236,2,0,0,84,152,1,1,-7,0,0,3,0,113.577586206897,QB,QB,KAN,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139477.png,6,0,10,4,6,3,6,0,7,2,4,0,0,0,0,P.Mahomes,8,3,-6,3.01004009575789,2,28,0,0,0,4,0,0,0,0,0,1,32,0,0,0,0,0,2,1.1
"Mahomes II, Patrick",Pa.Mahomes,KAN,NYJ,8,36.64,9200,39.64,8100,36.64,39,00-0033873,Active,2020_08_NYJ_KC,KAN,NYJ,P.Mahomes,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,42,31,27.6903733618092,27,416,5,0,0,218,198,3,0,0,0,3,6,0,144.543650793651,QB,QB,KAN,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139477.png,9,1,9,8,9,6,8,1,7,6,6,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
"Mahomes II, Patrick",Pa.Mahomes,KAN,BAL,3,40,9000,43,7400,40,38,00-0033873,Active,2020_03_KC_BAL,KAN,BAL,P.Mahomes,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,#241773,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,42,31,31.3778491390219,29,385,4,0,0,207,178,4,0,0,0,2,6,0,133.531746031746,QB,QB,KAN,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139477.png,6,2,15,8,7,4,6,0,12,6,6,1,0,0,0,P.Mahomes,4,0,0,3.87458139436785,3,26,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,26,2
"Mahomes II, Patrick",Pa.Mahomes,KAN,BUF,6,20.6,9000,20.6,7800,20.6,39,00-0033873,Active,2020_06_KC_BUF,KAN,BUF,P.Mahomes,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,#00338d,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,26,21,16.1477185598924,18,225,2,0,0,121,104,4,1,-4,0,2,2,0,131.089743589744,QB,QB,KAN,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139477.png,6,1,5,8,5,1,6,1,5,3,5,1,0,0,0,P.Mahomes,10,3,-2,-0.902456456455993,5,36,0,1,0,3,0,0,1,1,2,0,12,0,0,5,4,17,0,2.9
"Mahomes II, Patrick",Pa.Mahomes,KAN,DEN,7,12,9000,12,7400,12,40,00-0033873,Active,2020_07_KC_DEN,KAN,DEN,P.Mahomes,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,23,15,2.78684867714502,12,200,1,0,0,80,120,6,3,-25,0,1,2,0,107.155797101449,QB,QB,KAN,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139477.png,4,5,4,4,4,2,3,3,4,2,2,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
"Mahomes II, Patrick",Pa.Mahomes,KAN,LAC,2,27.48,9000,30.48,7700,27.48,39,00-0033873,Active,2020_02_KC_LAC,KAN,LAC,P.Mahomes,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png,47,27,2.64633137115477,21,302,2,0,0,186,116,8,1,-13,0,1,3,0,90.9131205673759,QB,QB,KAN,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139477.png,6,3,14,12,9,3,2,3,9,8,4,1,0,0,0,P.Mahomes,6,0,0,5.47109788341231,4,54,0,0,0,3,0,0,2,0,0,1,8,0,0,36,0,0,10,3.7
"Mahomes II, Patrick",Pa.Mahomes,KAN,LVR,11,22.52,9200,25.52,7900,22.52,39,00-0033873,Active,2020_11_KC_LV,KAN,LVR,P.Mahomes,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png,45,34,20.9498768996564,30,348,2,0,0,217,131,5,0,0,1,1,4,0,102.824074074074,QB,QB,KAN,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139477.png,4,2,15,8,12,4,4,2,11,8,8,1,0,0,0,P.Mahomes,4,2,-2,-0.639033288520295,1,16,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,11,4.7
"Mahomes II, Patrick",Pa.Mahomes,KAN,MIA,14,21.62,8900,24.62,8100,21.62,40,00-0033873,Active,2020_14_KC_MIA,KAN,MIA,P.Mahomes,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,34,24,7.42347872740356,19,393,2,0,0,188,205,6,3,-39,3,2,4,0,91.9117647058824,QB,QB,KAN,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139477.png,5,2,7,9,7,4,5,2,5,5,5,2,0,0,0,P.Mahomes,5,2,-1,-0.676818703833859,3,9,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,8.3
"Mahomes II, Patrick",Pa.Mahomes,KAN,NOR,15,25.86,8900,26.86,7900,25.86,38,00-0033873,Active,2020_15_KC_NO,KAN,NOR,P.Mahomes,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,#9f8958,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png,47,26,-0.111933614275521,22,254,3,2,1,126,128,11,4,-22,0,0,6,0,91.9769503546099,QB,QB,KAN,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139477.png,5,5,12,10,9,6,5,1,9,7,4,0,0,0,0,P.Mahomes,7,3,-3,2.8341457178467,4,37,0,0,0,2,0,0,0,0,0,2,37,0,0,0,0,0,3,7.6
"Mahomes II, Patrick",Pa.Mahomes,KAN,TAM,12,31.28,9000,35.28,8000,31.28,37,00-0033873,Active,2020_12_KC_TB,KAN,TAM,P.Mahomes,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png,49,37,21.3385620330139,26,462,3,1,1,306,156,7,2,-6,0,4,8,0,124.702380952381,QB,QB,KAN,15,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139477.png,5,2,9,16,10,7,5,1,8,13,6,4,0,0,0,P.Mahomes,4,1,-1,0.98288992739981,3,28,0,0,0,1,0,0,1,0,0,1,8,0,0,4,0,0,17,5
"Mariota, Marcus",Ma.Mariota,LVR,LAC,15,26.84,6000,26.84,4300,26.84,20,00-0032268,Active,2020_15_LAC_LV,LVR,LAC,M.Mariota,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png,28,17,8.42639402831319,15,226,1,0,0,150,76,2,0,0,1,3,6,0,83.3333333333333,QB,QB,LVR,8,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576980.png,2,3,10,1,7,5,1,1,8,1,4,2,0,0,0,M.Mariota,9,0,0,11.2447907407186,9,88,1,0,0,3,0,0,1,0,3,2,22,0,0,3,0,50,13,3
"Mayfield, Baker",Ba.Mayfield,CLE,BAL,14,31.02,7100,34.02,5700,31.02,25,00-0034855,Active,2020_14_BAL_CLE,CLE,BAL,B.Mayfield,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,#241773,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,47,28,10.6666757454223,23,343,2,1,0,216,127,4,0,0,1,4,9,0,87.4556737588653,QB,QB,CLE,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052587.png,4,5,13,11,5,9,4,1,8,8,3,4,0,0,0,B.Mayfield,5,0,0,2.17691190702281,2,23,1,0,0,1,0,1,0,1,0,2,7,0,2,0,5,0,9,4
"Mayfield, Baker",Ba.Mayfield,CLE,CIN,2,16.26,6900,16.26,5600,16.26,26,00-0034855,Active,2020_02_CIN_CLE,CLE,CIN,B.Mayfield,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,#000000,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png,23,16,10.9915884896473,13,219,2,0,0,146,73,0,0,0,1,2,4,0,110.597826086957,QB,QB,CLE,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052587.png,1,3,8,5,2,4,0,2,6,4,2,2,0,0,0,B.Mayfield,3,2,-3,0.111607981496491,1,5,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,2.2
"Mayfield, Baker",Ba.Mayfield,CLE,HOU,10,5.38,7000,5.38,6000,5.38,28,00-0034855,Active,2020_10_HOU_CLE,CLE,HOU,B.Mayfield,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,#03202f,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png,20,12,-3.26906378867671,10,132,0,0,0,77,55,2,1,-7,0,1,3,0,79.5833333333333,QB,QB,CLE,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052587.png,3,3,2,5,4,3,3,1,1,3,3,1,0,0,0,B.Mayfield,3,2,-2,-6.77969906269573,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1.5
"Mayfield, Baker",Ba.Mayfield,CLE,IND,5,17.58,6800,17.58,5700,17.58,21,00-0034855,Active,2020_05_IND_CLE,CLE,IND,B.Mayfield,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,#002c5f,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png,37,21,3.43320821067537,20,247,2,1,0,167,80,3,1,-4,2,3,6,0,72.6914414414414,QB,QB,CLE,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052587.png,4,0,12,8,9,4,4,0,6,4,4,3,0,0,0,B.Mayfield,2,0,0,1.22682181908749,1,17,0,0,0,1,0,0,0,0,0,1,16,0,0,0,0,0,1,6.1
"Mayfield, Baker",Ba.Mayfield,CLE,LVR,8,7.78,7200,7.78,6100,7.78,28,00-0034855,Active,2020_08_LV_CLE,CLE,LVR,B.Mayfield,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png,25,12,-1.66637776582672,7,122,0,0,0,48,74,1,0,0,0,1,2,0,62.4166666666667,QB,QB,CLE,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052587.png,5,1,5,5,7,2,5,0,3,2,1,1,0,0,0,B.Mayfield,6,0,0,4.36573809187394,5,29,0,0,0,2,1,0,2,0,0,1,11,8,0,4,0,0,6,0.5
"Mayfield, Baker",Ba.Mayfield,CLE,PHI,11,7.06,7000,8.06,5400,7.06,25,00-0034855,Active,2020_11_PHI_CLE,CLE,PHI,B.Mayfield,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,#004953,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,22,12,0.101051020742692,10,204,0,1,1,162,42,2,3,-17,0,2,4,0,86.1742424242424,QB,QB,CLE,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052587.png,0,5,3,3,7,3,0,1,2,3,4,2,0,0,0,B.Mayfield,6,3,-3,-3.12231122981757,2,9,0,1,0,1,1,1,1,0,0,0,7,2,3,-2,0,0,0,2.6
"Mayfield, Baker",Ba.Mayfield,CLE,PIT,17,16.24,7000,16.24,5500,16.24,27,00-0034855,Active,2020_17_PIT_CLE,CLE,PIT,B.Mayfield,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,#000000,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png,27,17,5.36904612400678,16,196,1,0,0,136,60,4,4,-30,0,1,3,0,97.1450617283951,QB,QB,CLE,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052587.png,1,1,7,9,6,3,1,0,5,6,4,1,0,0,0,B.Mayfield,6,1,-1,0.600009526649956,4,44,0,0,0,3,0,0,1,0,0,1,40,0,0,2,0,0,3,3.1
"Mayfield, Baker",Ba.Mayfield,CLE,WAS,3,14.34,7100,14.34,5700,14.34,23,00-0034855,Active,2020_03_WAS_CLE,CLE,WAS,B.Mayfield,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,#773141,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png,23,16,8.54908263424207,15,156,2,0,0,90,66,4,2,-14,0,0,2,0,117.300724637681,QB,QB,CLE,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052587.png,1,2,10,4,4,2,1,1,8,3,3,0,0,0,0,B.Mayfield,1,0,0,-0.822478240355849,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2.6
"Mayfield, Baker",Ba.Mayfield,CLE,BAL,1,10.86,7000,10.86,5700,10.86,21,00-0034855,Active,2020_01_CLE_BAL,CLE,BAL,B.Mayfield,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,#241773,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png,39,21,-10.646842806337,15,189,1,0,0,155,34,6,2,-21,1,2,4,0,65.0106837606838,QB,QB,CLE,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052587.png,3,3,10,8,13,2,2,2,6,5,5,1,0,0,0,B.Mayfield,2,1,-1,-0.0311302728950977,0,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,5
"Mayfield, Baker",Ba.Mayfield,CLE,CIN,7,30.78,7000,30.78,5600,30.78,24,00-0034855,Active,2020_07_CLE_CIN,CLE,CIN,B.Mayfield,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,#000000,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png,28,22,21.5127148441839,19,297,5,0,0,183,114,5,0,0,1,2,4,0,156.39880952381,QB,QB,CLE,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052587.png,5,1,5,6,7,4,4,0,5,6,5,2,0,0,0,B.Mayfield,1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6
"Mayfield, Baker",Ba.Mayfield,CLE,DAL,4,15.2,7000,15.2,5800,15.2,26,00-0034855,Active,2020_04_CLE_DAL,CLE,DAL,B.Mayfield,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,30,19,6.76906562259008,16,165,2,0,0,121,44,2,2,-1,0,0,3,0,100,QB,QB,CLE,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052587.png,0,3,9,8,7,3,0,1,8,6,4,0,0,0,0,B.Mayfield,3,2,-2,2.35506322304718,1,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,3.1
"Mayfield, Baker",Ba.Mayfield,CLE,JAC,12,18.42,6900,18.42,5300,18.42,23,00-0034855,Active,2020_12_CLE_JAX,CLE,JAC,B.Mayfield,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,#000000,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png,29,19,13.2885083240389,15,258,2,0,0,141,117,1,2,-6,0,2,3,0,116.738505747126,QB,QB,CLE,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052587.png,5,1,6,7,7,3,5,1,2,5,4,2,0,0,0,B.Mayfield,4,3,-3,-0.288979725795798,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2.2
"Mayfield, Baker",Ba.Mayfield,CLE,NYG,15,20.98,7300,20.98,5600,20.98,22,00-0034855,Active,2020_15_CLE_NYG,CLE,NYG,B.Mayfield,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,#0b2265,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/100px-New_York_Giants_logo.svg.png,32,27,20.4387247649429,24,297,2,0,0,190,107,1,1,-11,0,3,3,0,131.901041666667,QB,QB,CLE,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052587.png,7,0,9,6,9,1,6,0,8,5,7,1,0,0,0,B.Mayfield,4,1,0,0.765804673836101,3,11,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0.5
"Mayfield, Baker",Ba.Mayfield,CLE,NYJ,16,8,7600,10,6100,8,32,00-0034855,Active,2020_16_CLE_NYJ,CLE,NYJ,B.Mayfield,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,53,28,-9.17136902330934,25,285,0,2,2,165,120,7,4,-31,0,1,5,0,68.5141509433962,QB,QB,CLE,6,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052587.png,3,4,21,10,11,4,3,1,12,8,3,1,0,0,0,B.Mayfield,3,1,0,-1.40228134219069,2,6,0,1,0,0,0,0,1,1,0,0,0,0,0,2,4,0,0,4.5
