Name,name1,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,gsis_id,status,game_id,posteam,defteam,passer_player_name,posteam_color,posteam_logo,defteam_color,defteam_logo,npass,pass_complete,pass_epa,pass_success,passing_yards,passing_touchdown,passing_fumble,passing_fumble_lost,air_yards_comp,yards_after_catch,qb_hit,qb_sack,qb_sack_yards,interception,air_yards_comp_20p,air_yards_20p,check1,pass_rtg,position,depth_chart_position,team,jersey_number,headshot_url,npass_a.<0,npass_b.=0,npass_c.0-5,npass_d.5-10,npass_e.10-20,npass_f.20+,pass_complete_a.<0,pass_complete_b.=0,pass_complete_c.0-5,pass_complete_d.5-10,pass_complete_e.10-20,pass_complete_f.20+,pass_complete_g.sacked,pass_complete_h.qb_spike,pass_complete_j.other,rusher_player_name,nrush,nrush_neg,rushing_yards_neg,rush_epa,rush_success,rushing_yards,rushing_touchdown,rushing_fumble,rushing_fumble_lost,left-end,left-tackle,left-guard,middle,right-guard,right-tackle,right-end,rushing_yards_le,rushing_yards_lt,rushing_yards_lg,rushing_yards_mid,rushing_yards_rg,rushing_yards_rt,rushing_yards_re,intangibles1
"Daniel, Chase",Ch.Daniel,DET,TEN,15,2.3,6500,2.3,5000,2.3,23,00-0026544,Active,2020_15_DET_TEN,DET,TEN,C.Daniel,#005a8b,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png,#002244,https://raw.githubusercontent.com/guga31bb/nflfastR-data/master/titans.png,6,5,1.56896868353942,4,55,0,0,0,38,17,1,0,0,1,1,1,0,40.2777777777778,QB,QB,DET,4,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12471.png,0,1,1,2,1,1,0,1,1,2,0,1,0,0,0,C.Daniel,1,0,0,0.834484067047015,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,2.5
"Darnold, Sam",Sa.Darnold,NYJ,BUF,7,2.8,6700,2.8,5000,2.8,22,00-0034869,Active,2020_07_BUF_NYJ,NYJ,BUF,S.Darnold,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,#00338d,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,23,12,-12.3616853625545,11,120,0,1,0,81,39,7,6,-29,2,1,1,0,31.0688405797101,QB,QB,NYJ,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,2,1,11,3,5,1,1,0,6,2,2,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6
"Darnold, Sam",Sa.Darnold,NYJ,CLE,16,17,6700,17,5000,17,22,00-0034869,Active,2020_16_CLE_NYJ,NYJ,CLE,S.Darnold,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,32,16,0.0102324138575358,13,175,2,0,0,66,109,5,2,-16,0,1,5,0,87.3697916666667,QB,QB,NYJ,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,4,4,6,7,6,5,4,2,5,3,1,1,0,0,0,S.Darnold,7,3,-3,-0.0959901661262847,2,20,0,0,0,1,0,0,1,0,1,1,6,0,0,11,0,5,1,3.2
"Darnold, Sam",Sa.Darnold,NYJ,DEN,4,23.6,6700,23.6,5300,23.6,20,00-0034869,Active,2020_04_DEN_NYJ,NYJ,DEN,S.Darnold,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,42,23,-12.841501342035,16,230,0,0,0,170,60,9,6,-54,0,2,5,0,70.5357142857143,QB,QB,NYJ,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,0,1,12,15,10,4,0,1,11,7,2,2,0,0,0,S.Darnold,6,0,0,7.98965183761902,6,84,1,0,0,1,0,0,3,1,0,1,8,0,0,24,46,0,6,5.1
"Darnold, Sam",Sa.Darnold,NYJ,LVR,13,21.04,6500,23.04,5000,21.04,21,00-0034869,Active,2020_13_LV_NYJ,NYJ,LVR,S.Darnold,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png,23,14,-2.95901981552015,12,186,2,2,2,70,116,7,3,-16,1,1,4,0,97.3731884057971,QB,QB,NYJ,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,3,1,9,5,2,3,2,1,6,3,2,0,0,0,0,S.Darnold,3,0,0,1.93706656032009,2,26,1,0,0,1,0,0,0,0,0,2,17,0,0,0,0,0,9,6.9
"Darnold, Sam",Sa.Darnold,NYJ,MIA,12,6.78,6500,6.78,5100,6.78,20,00-0034869,Active,2020_12_MIA_NYJ,NYJ,MIA,S.Darnold,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,27,16,-11.9076784044346,10,197,0,0,0,118,79,5,3,-24,2,2,6,0,51.0030864197531,QB,QB,NYJ,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,4,1,6,5,5,6,4,1,5,2,2,2,0,0,0,S.Darnold,2,0,0,1.27595355681842,2,9,0,0,0,1,0,0,0,1,0,0,5,0,0,0,4,0,0,7.1
"Darnold, Sam",Sa.Darnold,NYJ,SFO,2,11.86,6600,11.86,5100,11.86,20,00-0034869,Active,2020_02_SF_NYJ,NYJ,SFO,S.Darnold,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,#aa0000,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png,32,21,-2.748361950348,13,179,1,0,0,80,99,6,1,-6,0,0,0,0,90.4947916666667,QB,QB,NYJ,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,8,0,12,7,5,0,7,0,8,2,4,0,0,0,0,S.Darnold,2,1,-1,1.52557520591654,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,3.5
"Darnold, Sam",Sa.Darnold,NYJ,BUF,1,12.2,6800,12.2,5500,12.2,20,00-0034869,Active,2020_01_NYJ_BUF,NYJ,BUF,S.Darnold,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,#00338d,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,35,21,-4.33029994290594,14,215,1,0,0,79,139,4,3,-13,1,1,4,-3,75.2976190476191,QB,QB,NYJ,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,5,3,10,5,8,3,5,2,8,3,2,1,0,0,0,S.Darnold,1,0,0,0.303785097668879,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,5.7
"Darnold, Sam",Sa.Darnold,NYJ,IND,3,9.72,6600,9.72,5000,9.72,20,00-0034869,Active,2020_03_NYJ_IND,NYJ,IND,S.Darnold,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,#002c5f,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png,29,17,-22.8810117928078,11,168,1,0,0,46,122,7,2,-17,3,0,2,0,43.4626436781609,QB,QB,NYJ,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,7,3,6,5,6,2,7,1,5,1,3,0,0,0,0,S.Darnold,5,0,0,0.752307274495252,2,20,0,0,0,1,0,0,1,0,0,3,2,0,0,2,0,0,16,9.8
"Darnold, Sam",Sa.Darnold,NYJ,KAN,8,7.42,6500,7.42,4800,7.42,20,00-0034869,Active,2020_08_NYJ_KC,NYJ,KAN,S.Darnold,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,#e31837,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png,30,18,-4.52543928703948,14,133,0,0,0,59,74,5,1,-5,0,1,3,0,70.5555555555556,QB,QB,NYJ,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,9,0,9,3,6,3,7,0,6,2,2,1,0,0,0,S.Darnold,4,0,0,-0.704620723670814,2,21,0,0,0,1,0,0,1,0,0,2,6,0,0,5,0,0,10,3
"Darnold, Sam",Sa.Darnold,NYJ,LAR,15,14.08,6600,14.08,4800,14.08,20,00-0034869,Active,2020_15_NYJ_LA,NYJ,LAR,S.Darnold,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png,62,44,7.29768115861756,32,414,2,2,0,176,238,4,4,-22,0,0,2,0,99.7983870967742,QB,QB,NYJ,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,10,8,22,8,12,2,10,0,20,6,8,0,0,0,0,S.Darnold,10,6,-6,-1.27326379180886,4,36,0,0,0,1,0,0,1,0,0,0,12,0,0,9,0,0,0,4.4
"Darnold, Sam",Sa.Darnold,NYJ,NWE,17,12.94,6600,12.94,4900,12.94,20,00-0034869,Active,2020_17_NYJ_NE,NYJ,NWE,S.Darnold,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,34,23,-0.397826298547443,19,266,1,0,0,109,157,6,3,-27,2,1,4,0,76.3480392156863,QB,QB,NYJ,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,7,5,7,2,10,3,6,4,6,1,5,1,0,0,0,S.Darnold,1,0,0,0.554332178784534,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,7.3
"Darnold, Sam",Sa.Darnold,NYJ,SEA,14,5.58,7000,5.58,5100,5.58,23,00-0034869,Active,2020_14_NYJ_SEA,NYJ,SEA,S.Darnold,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,26,14,-5.66940259714794,11,132,0,0,0,87,45,6,3,-16,0,0,3,0,68.1089743589744,QB,QB,NYJ,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png,4,0,4,8,7,3,3,0,3,4,4,0,0,0,0,S.Darnold,1,0,0,-0.328254861058667,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4.4
"DiNucci, Ben",Be.DiNucci,DAL,PHI,8,5.4,6500,7.4,4800,5.4,20,00-0036384,Active,2020_08_DAL_PHI,DAL,PHI,B.DiNucci,#002244,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,#004953,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,40,21,-25.073359329695,17,180,0,2,2,60,120,7,4,-48,0,0,4,0,64.5833333333334,QB,,DAL,7,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3895785.png,9,1,10,11,5,4,9,0,6,6,0,0,0,0,0,B.DiNucci,5,1,-4,1.98955780128017,3,22,0,0,0,3,0,0,1,0,0,1,12,0,0,1,0,0,9,2.8
"DiNucci, Ben",Be.DiNucci,DAL,WAS,7,1.56,6000,1.56,4100,1.56,20,00-0036384,Active,2020_07_DAL_WAS,DAL,WAS,B.DiNucci,#002244,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,#773141,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png,3,2,-2.50424830592237,1,39,0,1,0,25,14,3,3,-25,0,1,1,0,111.805555555556,QB,,DAL,7,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3895785.png,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,B.DiNucci,1,1,0,-1.47327119018883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
"Dobbs, Joshua",Jo.Dobbs,PIT,CLE,17,2.08,6000,2.08,4000,2.08,20,00-0033949,Active,2020_17_PIT_CLE,PIT,CLE,J.Dobbs,#000000,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png,#fb4f14,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png,5,4,-2.62308801902691,0,2,0,0,0,-11,13,1,0,0,0,0,0,0,70.4166666666667,QB,QB,PIT,5,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3044720.png,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,J.Dobbs,2,0,0,0.661198644535474,1,20,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,13,0.5
"Driskel, Jeff",Je.Driskel,DEN,TAM,3,11.44,6500,11.44,5300,11.44,20,00-0032436,Active,2020_03_TB_DEN,DEN,TAM,J.Driskel,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,#d50a0a,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png,30,17,-10.6408468908283,10,176,1,0,0,106,70,8,5,-45,1,1,2,0,70.9722222222222,QB,QB,DEN,9,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2574630.png,3,2,12,4,7,2,2,1,7,4,2,1,0,0,0,J.Driskel,3,0,0,2.02557744155638,2,14,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,12,6.5
"Driskel, Jeff",Je.Driskel,DEN,PIT,2,19.74,6000,19.74,4100,19.74,20,00-0032436,Active,2020_02_DEN_PIT,DEN,PIT,J.Driskel,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,#000000,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png,34,18,-3.95193890332956,15,256,2,0,0,195,61,17,6,-53,1,2,6,0,84.9264705882353,QB,QB,DEN,9,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2574630.png,5,1,7,4,11,6,4,0,3,0,9,2,0,0,0,J.Driskel,2,0,0,0.100036696065217,1,5,0,0,0,1,0,0,1,0,0,0,3,0,0,2,0,0,0,11.2
"Finley, Ryan",Ry.Finley,CIN,DAL,14,0.2,6500,0.2,4300,0.2,20,00-0035652,Active,2020_14_DAL_CIN,CIN,DAL,R.Finley,#000000,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png,2,1,-5.00506110378774,1,5,0,0,0,5,0,2,2,-14,0,0,0,0,54.1666666666667,QB,QB,CIN,5,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042876.png,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6
"Finley, Ryan",Ry.Finley,CIN,PIT,15,18.26,6500,18.26,4100,18.26,20,00-0035652,Active,2020_15_PIT_CIN,CIN,PIT,R.Finley,#000000,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png,#000000,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png,13,7,-0.616461792702962,6,89,1,0,0,65,24,6,2,-11,0,1,4,0,101.121794871795,QB,QB,CIN,5,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042876.png,0,0,5,3,1,4,0,0,3,3,0,1,0,0,0,R.Finley,10,3,-3,0.334972969421514,5,47,1,0,0,2,1,0,2,1,0,3,27,8,0,4,1,0,9,4.2
"Finley, Ryan",Ry.Finley,CIN,MIA,13,0.6,6300,0.6,4800,0.6,20,00-0035652,Active,2020_13_CIN_MIA,CIN,MIA,R.Finley,#000000,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,7,6,-3.6990019090008,1,40,0,0,0,-1,41,3,1,-7,1,0,0,0,37.7976190476191,QB,QB,CIN,5,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042876.png,3,0,2,2,0,0,3,0,2,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
"Finley, Ryan",Ry.Finley,CIN,WAS,11,2.1,6000,2.1,4300,2.1,20,00-0035652,Active,2020_11_CIN_WAS,CIN,WAS,R.Finley,#000000,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png,#773141,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png,10,3,-14.8160993645433,3,30,0,0,0,24,6,6,4,-31,1,0,2,0,-2.08333333333334,QB,QB,CIN,5,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042876.png,2,0,0,1,5,2,1,0,0,0,2,0,0,0,0,R.Finley,1,0,0,3.04568045353517,1,19,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,5.9
"Fitzpatrick, Ryan",Ry.Fitzpatrick,MIA,BUF,2,24.32,6500,27.32,5200,24.32,21,00-0023682,Active,2020_02_BUF_MIA,MIA,BUF,R.Fitzpatrick,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#00338d,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png,47,31,6.3039712128287,24,328,2,0,0,207,121,10,3,-17,0,2,3,0,100.310283687943,QB,QB,MIA,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,7,4,10,12,11,3,6,2,6,8,7,2,0,0,0,R.Fitzpatrick,3,1,0,-0.00382117417757399,2,12,0,0,0,1,0,0,0,1,0,1,0,0,0,0,5,0,7,6.4
"Fitzpatrick, Ryan",Ry.Fitzpatrick,MIA,NYJ,6,18.04,7400,18.04,5900,18.04,31,00-0023682,Active,2020_06_NYJ_MIA,MIA,NYJ,R.Fitzpatrick,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,27,18,-5.22999103481691,14,191,3,0,0,76,115,3,2,-8,2,1,2,0,93.287037037037,QB,QB,MIA,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,5,2,7,3,8,2,5,2,6,1,3,1,0,0,0,R.Fitzpatrick,1,0,0,1.43782497633947,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,6.7
"Fitzpatrick, Ryan",Ry.Fitzpatrick,MIA,SEA,4,23.3,7100,26.3,5400,23.3,31,00-0023682,Active,2020_04_SEA_MIA,MIA,SEA,R.Fitzpatrick,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png,45,29,2.5873335166091,25,315,0,0,0,175,139,5,1,-3,2,0,1,1,66.4351851851852,QB,QB,MIA,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,4,2,10,16,12,1,3,2,8,11,5,0,0,0,0,R.Fitzpatrick,6,0,0,3.54846892890055,5,47,1,0,0,0,0,0,3,0,1,2,0,0,0,22,0,7,18,7.2
"Fitzpatrick, Ryan",Ry.Fitzpatrick,MIA,DEN,11,4.28,6200,4.28,5000,4.28,24,00-0023682,Active,2020_11_MIA_DEN,MIA,DEN,R.Fitzpatrick,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png,18,12,1.40172046469525,9,117,0,0,0,70,47,1,0,0,1,1,1,0,61.5740740740741,QB,QB,MIA,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,1,1,7,5,4,0,1,1,5,3,2,0,0,0,0,R.Fitzpatrick,2,0,0,-0.140654511423332,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,1,2.5
"Fitzpatrick, Ryan",Ry.Fitzpatrick,MIA,JAC,3,24.7,7000,25.2,5300,24.7,21,00-0023682,Active,2020_03_MIA_JAX,MIA,JAC,R.Fitzpatrick,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#000000,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Jacksonville_Jaguars_logo.svg/100px-Jacksonville_Jaguars_logo.svg.png,20,18,8.72453706222586,13,160,2,0,0,114,46,5,1,-4,0,0,1,0,143.75,QB,QB,MIA,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,2,0,7,5,6,0,2,0,7,4,5,0,0,0,0,R.Fitzpatrick,7,1,-1,4.78421108936891,4,38,1,0,0,1,0,0,2,0,1,2,2,0,0,14,0,7,16,3.2
"Fitzpatrick, Ryan",Ry.Fitzpatrick,MIA,LVR,16,11.28,6400,11.28,5000,11.28,25,00-0023682,Active,2020_16_MIA_LV,MIA,LVR,R.Fitzpatrick,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#a5acaf,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png,13,9,11.621786750466,9,182,1,0,0,100,82,2,0,0,0,2,3,0,143.75,QB,QB,MIA,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,0,1,5,2,2,3,0,1,3,2,1,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fitzpatrick, Ryan",Ry.Fitzpatrick,MIA,NWE,1,8.44,6400,8.44,5300,8.44,23,00-0023682,Active,2020_01_MIA_NE,MIA,NWE,R.Fitzpatrick,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#002244,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png,30,20,-8.42761098494043,15,191,0,1,0,132,59,5,1,-9,3,1,2,0,42.5,QB,QB,MIA,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,3,2,8,6,10,1,3,2,6,3,6,0,0,0,0,R.Fitzpatrick,5,1,-1,0.452121380891185,2,18,0,0,0,0,0,0,3,0,0,1,0,0,0,7,0,0,12,8.7
"Fitzpatrick, Ryan",Ry.Fitzpatrick,MIA,NYJ,12,19.28,7400,19.28,5500,19.28,27,00-0023682,Active,2020_12_MIA_NYJ,MIA,NYJ,R.Fitzpatrick,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#203731,https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png,39,24,6.07691216873626,21,257,2,1,0,153,104,8,4,-16,0,0,1,0,97.9166666666667,QB,QB,MIA,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,4,1,12,10,11,1,3,1,7,7,6,0,0,0,0,R.Fitzpatrick,3,2,-2,-3.67569928115699,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6.6
"Fitzpatrick, Ryan",Ry.Fitzpatrick,MIA,SFO,5,27.6,7100,30.6,5600,27.6,26,00-0023682,Active,2020_05_MIA_SF,MIA,SFO,R.Fitzpatrick,#008e97,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png,#aa0000,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png,28,22,23.5285588385289,19,350,3,0,0,209,141,6,2,-8,0,5,6,0,155.357142857143,QB,QB,MIA,14,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png,4,2,8,4,5,5,3,2,7,3,2,5,0,0,0,R.Fitzpatrick,3,2,-1,-2.5626130134915,1,16,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,4.4
